"subject","stimuli","item","list","speaker_group","response_identification","response_certainty","correct","listener_group","geq_ger_each","geq_viet_each","MISS_hybr_mean","MISS_alt_mean"
13422969,"33_VG_Male_C.mp3",33,"list_9","bicultural viet-german","vietdeutsch",2,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"49_VG_Fem_B.mp3",49,"list_9","bicultural viet-german","vietdeutsch",2,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"55_G_Fem_D.mp3",55,"list_9","monocultural german","deutsch",2,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"56_G_Fem_C.mp3",56,"list_9","monocultural german","deutsch",4,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"6_VG_Male_D.mp3",6,"list_9","bicultural viet-german","vietdeutsch",3,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"27_VG_Fem_D.mp3",27,"list_9","bicultural viet-german","vietdeutsch",2,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"47_VG_Fem_D.mp3",47,"list_9","bicultural viet-german","vietdeutsch",2,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"7_VG_Male_C.mp3",7,"list_9","bicultural viet-german","deutsch",2,0,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"11_G_Fem_D.mp3",11,"list_9","monocultural german","deutsch",2,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"10_VG_Male_A.mp3",10,"list_9","bicultural viet-german","vietdeutsch",2,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"31_VG_Male_D.mp3",31,"list_9","bicultural viet-german","deutsch",4,0,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"42_G_Male_D.mp3",42,"list_9","monocultural german","deutsch",4,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"23_G_Male_B.mp3",23,"list_9","monocultural german","vietdeutsch",2,0,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"39_G_Fem_C.mp3",39,"list_9","monocultural german","deutsch",3,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"29_VG_Fem_B.mp3",29,"list_9","bicultural viet-german","vietdeutsch",3,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"1_G_Male_A.mp3",1,"list_9","monocultural german","deutsch",2,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"8_VG_Male_B.mp3",8,"list_9","bicultural viet-german","vietdeutsch",3,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"38_G_Fem_D.mp3",38,"list_9","monocultural german","vietdeutsch",2,0,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"2_VG_Fem_D.mp3",2,"list_9","bicultural viet-german","deutsch",2,0,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"63_G_Male_B.mp3",63,"list_9","monocultural german","deutsch",2,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"41_G_Fem_A.mp3",41,"list_9","monocultural german","vietdeutsch",2,0,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"26_G_Male_A.mp3",26,"list_9","monocultural german","deutsch",2,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"5_VG_Fem_A.mp3",5,"list_9","bicultural viet-german","vietdeutsch",2,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13422969,"54_VG_Male_A.mp3",54,"list_9","bicultural viet-german","vietdeutsch",3,1,"bicultural viet-german",2.93,2.32,64.7142857142857,59.7142857142857
13574594,"28_VG_Male_B.mp3",28,"list_4","bicultural viet-german","deutsch",2,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"39_G_Male_B.mp3",39,"list_4","monocultural german","vietdeutsch",1,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"30_G_Fem_D.mp3",30,"list_4","monocultural german","deutsch",2,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"35_G_Fem_A.mp3",35,"list_4","monocultural german","deutsch",3,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"8_G_Fem_A.mp3",8,"list_4","monocultural german","vietdeutsch",1,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"5_G_Fem_D.mp3",5,"list_4","monocultural german","vietdeutsch",3,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"42_VG_Fem_C.mp3",42,"list_4","bicultural viet-german","deutsch",3,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"29_VG_Male_A.mp3",29,"list_4","bicultural viet-german","vietdeutsch",3,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"44_VG_Fem_A.mp3",44,"list_4","bicultural viet-german","vietdeutsch",3,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"56_G_Male_B.mp3",56,"list_4","monocultural german","vietdeutsch",2,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"18_VG_Fem_C.mp3",18,"list_4","bicultural viet-german","vietdeutsch",3,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"43_VG_Fem_B.mp3",43,"list_4","bicultural viet-german","vietdeutsch",3,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"31_G_Fem_C.mp3",31,"list_4","monocultural german","deutsch",4,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"41_VG_Fem_D.mp3",41,"list_4","bicultural viet-german","vietdeutsch",2,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"22_VG_Fem_B.mp3",22,"list_4","bicultural viet-german","vietdeutsch",4,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"37_G_Male_D.mp3",37,"list_4","monocultural german","deutsch",2,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"52_G_Fem_B.mp3",52,"list_4","monocultural german","vietdeutsch",3,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"7_G_Fem_B.mp3",7,"list_4","monocultural german","vietdeutsch",2,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"62_VG_Fem_B.mp3",62,"list_4","bicultural viet-german","vietdeutsch",5,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"50_G_Fem_D.mp3",50,"list_4","monocultural german","vietdeutsch",3,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"54_G_Male_D.mp3",54,"list_4","monocultural german","deutsch",2,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"3_VG_Male_B.mp3",3,"list_4","bicultural viet-german","vietdeutsch",4,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"57_G_Male_A.mp3",57,"list_4","monocultural german","vietdeutsch",3,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"23_VG_Fem_A.mp3",23,"list_4","bicultural viet-german","vietdeutsch",2,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"26_VG_Male_D.mp3",26,"list_4","bicultural viet-german","deutsch",3,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"33_G_Fem_B.mp3",33,"list_4","monocultural german","vietdeutsch",2,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"49_VG_Male_A.mp3",49,"list_4","bicultural viet-german","vietdeutsch",4,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"48_VG_Male_B.mp3",48,"list_4","bicultural viet-german","vietdeutsch",4,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"47_VG_Male_C.mp3",47,"list_4","bicultural viet-german","deutsch",2,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"27_VG_Male_C.mp3",27,"list_4","bicultural viet-german","deutsch",2,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"40_G_Male_A.mp3",40,"list_4","monocultural german","deutsch",3,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"38_G_Male_C.mp3",38,"list_4","monocultural german","vietdeutsch",3,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"1_VG_Male_D.mp3",1,"list_4","bicultural viet-german","deutsch",3,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"63_VG_Fem_A.mp3",63,"list_4","bicultural viet-german","deutsch",2,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"55_G_Male_C.mp3",55,"list_4","monocultural german","vietdeutsch",4,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"6_G_Fem_C.mp3",6,"list_4","monocultural german","deutsch",4,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"10_G_Male_D.mp3",10,"list_4","monocultural german","deutsch",2,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"14_G_Male_B.mp3",14,"list_4","monocultural german","deutsch",2,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"59_VG_Fem_D.mp3",59,"list_4","bicultural viet-german","vietdeutsch",2,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"4_VG_Male_A.mp3",4,"list_4","bicultural viet-german","vietdeutsch",4,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"51_G_Fem_C.mp3",51,"list_4","monocultural german","deutsch",3,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"2_VG_Male_C.mp3",2,"list_4","bicultural viet-german","deutsch",1,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"45_VG_Male_D.mp3",45,"list_4","bicultural viet-german","vietdeutsch",3,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"61_VG_Fem_C.mp3",61,"list_4","bicultural viet-german","vietdeutsch",4,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"16_VG_Fem_D.mp3",16,"list_4","bicultural viet-german","vietdeutsch",4,1,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"11_G_Male_C.mp3",11,"list_4","monocultural german","vietdeutsch",3,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"53_G_Fem_A.mp3",53,"list_4","monocultural german","vietdeutsch",2,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
13574594,"15_G_Male_A.mp3",15,"list_4","monocultural german","vietdeutsch",2,0,"bicultural viet-german",2.9,2.4,58.5714285714286,53.5714285714286
