order,item,label,subject,gender,age,list,score,evade,remnant,z_score
701,11108,eva_nonwh,69,male,18-25,3,7,eva,nonwh,1.0697444
702,11135,eva_wh,69,male,18-25,3,7,eva,wh,1.0697444
703,11124,eva_nonwh,69,male,18-25,3,4,eva,nonwh,-0.251751183
704,11125,iso_wh,69,male,18-25,3,7,iso,wh,1.0697444
705,11114,iso_nonwh,69,male,18-25,3,6,iso,nonwh,0.629245873
706,11140,eva_nonwh,69,male,18-25,3,6,eva,nonwh,0.629245873
707,11141,iso_wh,69,male,18-25,3,7,iso,wh,1.0697444
708,11119,eva_wh,69,male,18-25,3,6,eva,wh,0.629245873
709,11120,eva_nonwh,70,male,18-25,4,3,eva,nonwh,-0.69224971
710,11137,iso_wh,70,male,18-25,4,4,iso,wh,-0.251751183
711,11121,iso_wh,70,male,18-25,4,4,iso,wh,-0.251751183
712,11142,iso_nonwh,70,male,18-25,4,4,iso,nonwh,-0.251751183
713,11110,iso_nonwh,70,male,18-25,4,2,iso,nonwh,-1.132748238
714,11126,iso_nonwh,70,male,18-25,4,6,iso,nonwh,0.629245873
715,11147,eva_wh,70,male,18-25,4,7,eva,wh,1.0697444
716,11115,eva_wh,70,male,18-25,4,7,eva,wh,1.0697444
717,11105,iso_wh,70,male,18-25,4,7,iso,wh,1.0697444
718,11104,eva_nonwh,70,male,18-25,4,6,eva,nonwh,0.629245873
719,11136,eva_nonwh,70,male,18-25,4,7,eva,nonwh,1.0697444
720,11131,eva_wh,70,male,18-25,4,7,eva,wh,1.0697444
721,11101,iso_wh,71,female,18-25,1,4,iso,wh,-0.251751183
722,11106,iso_nonwh,71,female,18-25,1,2,iso,nonwh,-1.132748238
723,11111,eva_wh,71,female,18-25,1,5,eva,wh,0.188747345
724,11116,eva_nonwh,71,female,18-25,1,6,eva,nonwh,0.629245873
725,11117,iso_wh,71,female,18-25,1,3,iso,wh,-0.69224971
726,11122,iso_nonwh,71,female,18-25,1,4,iso,nonwh,-0.251751183
727,11127,eva_wh,71,female,18-25,1,7,eva,wh,1.0697444
728,11132,eva_nonwh,71,female,18-25,1,6,eva,nonwh,0.629245873
729,11133,iso_wh,71,female,18-25,1,3,iso,wh,-0.69224971
730,11138,iso_nonwh,71,female,18-25,1,4,iso,nonwh,-0.251751183
731,11143,eva_wh,71,female,18-25,1,5,eva,wh,0.188747345
732,11148,eva_nonwh,71,female,18-25,1,4,eva,nonwh,-0.251751183
733,11128,eva_nonwh,72,female,26-34,2,5,eva,nonwh,0.188747345
734,11107,eva_wh,72,female,26-34,2,6,eva,wh,0.629245873
735,11139,eva_wh,72,female,26-34,2,5,eva,wh,0.188747345
736,11129,iso_wh,72,female,26-34,2,4,iso,wh,-0.251751183
737,11134,iso_nonwh,72,female,26-34,2,1,iso,nonwh,-1.573246765
738,11113,iso_wh,72,female,26-34,2,2,iso,wh,-1.132748238
739,11145,iso_wh,72,female,26-34,2,3,iso,wh,-0.69224971
740,11144,eva_nonwh,72,female,26-34,2,4,eva,nonwh,-0.251751183
741,11102,iso_nonwh,72,female,26-34,2,4,iso,nonwh,-0.251751183
742,11112,eva_nonwh,72,female,26-34,2,6,eva,nonwh,0.629245873
743,11118,iso_nonwh,72,female,26-34,2,3,iso,nonwh,-0.69224971
744,11123,eva_wh,72,female,26-34,2,7,eva,wh,1.0697444
745,11120,eva_nonwh,73,female,18-25,4,5,eva,nonwh,0.188747345
746,11137,iso_wh,73,female,18-25,4,4,iso,wh,-0.251751183
747,11121,iso_wh,73,female,18-25,4,6,iso,wh,0.629245873
748,11142,iso_nonwh,73,female,18-25,4,4,iso,nonwh,-0.251751183
749,11110,iso_nonwh,73,female,18-25,4,5,iso,nonwh,0.188747345
750,11126,iso_nonwh,73,female,18-25,4,3,iso,nonwh,-0.69224971
751,11147,eva_wh,73,female,18-25,4,6,eva,wh,0.629245873
752,11115,eva_wh,73,female,18-25,4,6,eva,wh,0.629245873
753,11105,iso_wh,73,female,18-25,4,7,iso,wh,1.0697444
754,11104,eva_nonwh,73,female,18-25,4,6,eva,nonwh,0.629245873
755,11136,eva_nonwh,73,female,18-25,4,3,eva,nonwh,-0.69224971
756,11131,eva_wh,73,female,18-25,4,7,eva,wh,1.0697444
757,11128,eva_nonwh,74,female,18-25,2,6,eva,nonwh,0.629245873
758,11107,eva_wh,74,female,18-25,2,7,eva,wh,1.0697444
759,11139,eva_wh,74,female,18-25,2,7,eva,wh,1.0697444
760,11129,iso_wh,74,female,18-25,2,1,iso,wh,-1.573246765
761,11134,iso_nonwh,74,female,18-25,2,1,iso,nonwh,-1.573246765
762,11113,iso_wh,74,female,18-25,2,1,iso,wh,-1.573246765
763,11145,iso_wh,74,female,18-25,2,1,iso,wh,-1.573246765
764,11144,eva_nonwh,74,female,18-25,2,7,eva,nonwh,1.0697444
765,11102,iso_nonwh,74,female,18-25,2,1,iso,nonwh,-1.573246765
766,11112,eva_nonwh,74,female,18-25,2,7,eva,nonwh,1.0697444
767,11118,iso_nonwh,74,female,18-25,2,1,iso,nonwh,-1.573246765
768,11123,eva_wh,74,female,18-25,2,7,eva,wh,1.0697444
769,11120,eva_nonwh,75,female,18-25,4,2,eva,nonwh,-1.132748238
770,11137,iso_wh,75,female,18-25,4,7,iso,wh,1.0697444
771,11121,iso_wh,75,female,18-25,4,6,iso,wh,0.629245873
772,11142,iso_nonwh,75,female,18-25,4,6,iso,nonwh,0.629245873
773,11110,iso_nonwh,75,female,18-25,4,7,iso,nonwh,1.0697444
774,11126,iso_nonwh,75,female,18-25,4,3,iso,nonwh,-0.69224971
775,11147,eva_wh,75,female,18-25,4,7,eva,wh,1.0697444
776,11115,eva_wh,75,female,18-25,4,7,eva,wh,1.0697444
777,11105,iso_wh,75,female,18-25,4,7,iso,wh,1.0697444
778,11104,eva_nonwh,75,female,18-25,4,7,eva,nonwh,1.0697444
779,11136,eva_nonwh,75,female,18-25,4,4,eva,nonwh,-0.251751183
780,11131,eva_wh,75,female,18-25,4,7,eva,wh,1.0697444
781,11128,eva_nonwh,76,female,18-25,2,6,eva,nonwh,0.629245873
782,11107,eva_wh,76,female,18-25,2,7,eva,wh,1.0697444
783,11139,eva_wh,76,female,18-25,2,7,eva,wh,1.0697444
784,11129,iso_wh,76,female,18-25,2,5,iso,wh,0.188747345
785,11134,iso_nonwh,76,female,18-25,2,2,iso,nonwh,-1.132748238
786,11113,iso_wh,76,female,18-25,2,5,iso,wh,0.188747345
787,11145,iso_wh,76,female,18-25,2,5,iso,wh,0.188747345
788,11144,eva_nonwh,76,female,18-25,2,5,eva,nonwh,0.188747345
789,11102,iso_nonwh,76,female,18-25,2,5,iso,nonwh,0.188747345
790,11112,eva_nonwh,76,female,18-25,2,4,eva,nonwh,-0.251751183
791,11118,iso_nonwh,76,female,18-25,2,3,iso,nonwh,-0.69224971
792,11123,eva_wh,76,female,18-25,2,7,eva,wh,1.0697444
793,11103,eva_wh,77,female,18-25,3,5,eva,wh,0.188747345
794,11146,iso_nonwh,77,female,18-25,3,1,iso,nonwh,-1.573246765
795,11109,iso_wh,77,female,18-25,3,6,iso,wh,0.629245873
796,11130,iso_nonwh,77,female,18-25,3,5,iso,nonwh,0.188747345
797,11108,eva_nonwh,77,female,18-25,3,5,eva,nonwh,0.188747345
798,11135,eva_wh,77,female,18-25,3,6,eva,wh,0.629245873
799,11124,eva_nonwh,77,female,18-25,3,7,eva,nonwh,1.0697444
800,11125,iso_wh,77,female,18-25,3,7,iso,wh,1.0697444
801,11114,iso_nonwh,77,female,18-25,3,6,iso,nonwh,0.629245873
802,11140,eva_nonwh,77,female,18-25,3,5,eva,nonwh,0.188747345
803,11141,iso_wh,77,female,18-25,3,7,iso,wh,1.0697444
804,11119,eva_wh,77,female,18-25,3,7,eva,wh,1.0697444
805,11120,eva_nonwh,79,male,18-25,4,3,eva,nonwh,-0.69224971
806,11137,iso_wh,79,male,18-25,4,6,iso,wh,0.629245873
807,11121,iso_wh,79,male,18-25,4,6,iso,wh,0.629245873
808,11142,iso_nonwh,79,male,18-25,4,2,iso,nonwh,-1.132748238
809,11110,iso_nonwh,79,male,18-25,4,3,iso,nonwh,-0.69224971
810,11126,iso_nonwh,79,male,18-25,4,3,iso,nonwh,-0.69224971
811,11147,eva_wh,79,male,18-25,4,7,eva,wh,1.0697444
812,11115,eva_wh,79,male,18-25,4,4,eva,wh,-0.251751183
813,11105,iso_wh,79,male,18-25,4,4,iso,wh,-0.251751183
814,11104,eva_nonwh,79,male,18-25,4,3,eva,nonwh,-0.69224971
815,11136,eva_nonwh,79,male,18-25,4,4,eva,nonwh,-0.251751183
816,11131,eva_wh,79,male,18-25,4,5,eva,wh,0.188747345
817,11128,eva_nonwh,80,female,18-25,2,5,eva,nonwh,0.188747345
818,11107,eva_wh,80,female,18-25,2,7,eva,wh,1.0697444
819,11139,eva_wh,80,female,18-25,2,6,eva,wh,0.629245873
820,11129,iso_wh,80,female,18-25,2,3,iso,wh,-0.69224971
821,11134,iso_nonwh,80,female,18-25,2,5,iso,nonwh,0.188747345
822,11113,iso_wh,80,female,18-25,2,5,iso,wh,0.188747345
823,11145,iso_wh,80,female,18-25,2,7,iso,wh,1.0697444
824,11144,eva_nonwh,80,female,18-25,2,3,eva,nonwh,-0.69224971
825,11102,iso_nonwh,80,female,18-25,2,4,iso,nonwh,-0.251751183
826,11112,eva_nonwh,80,female,18-25,2,4,eva,nonwh,-0.251751183
827,11118,iso_nonwh,80,female,18-25,2,6,iso,nonwh,0.629245873
828,11123,eva_wh,80,female,18-25,2,7,eva,wh,1.0697444
829,11128,eva_nonwh,81,female,18-25,2,4,eva,nonwh,-0.251751183
830,11107,eva_wh,81,female,18-25,2,7,eva,wh,1.0697444
831,11139,eva_wh,81,female,18-25,2,7,eva,wh,1.0697444
832,11129,iso_wh,81,female,18-25,2,7,iso,wh,1.0697444
833,11134,iso_nonwh,81,female,18-25,2,4,iso,nonwh,-0.251751183
834,11113,iso_wh,81,female,18-25,2,4,iso,wh,-0.251751183
835,11145,iso_wh,81,female,18-25,2,2,iso,wh,-1.132748238
836,11144,eva_nonwh,81,female,18-25,2,5,eva,nonwh,0.188747345
837,11102,iso_nonwh,81,female,18-25,2,4,iso,nonwh,-0.251751183
838,11112,eva_nonwh,81,female,18-25,2,5,eva,nonwh,0.188747345
839,11118,iso_nonwh,81,female,18-25,2,3,iso,nonwh,-0.69224971
840,11123,eva_wh,81,female,18-25,2,7,eva,wh,1.0697444
841,11103,eva_wh,82,female,18-25,3,7,eva,wh,1.0697444
842,11146,iso_nonwh,82,female,18-25,3,5,iso,nonwh,0.188747345
843,11109,iso_wh,82,female,18-25,3,5,iso,wh,0.188747345
844,11130,iso_nonwh,82,female,18-25,3,5,iso,nonwh,0.188747345
845,11108,eva_nonwh,82,female,18-25,3,5,eva,nonwh,0.188747345
846,11135,eva_wh,82,female,18-25,3,6,eva,wh,0.629245873
847,11124,eva_nonwh,82,female,18-25,3,5,eva,nonwh,0.188747345
848,11125,iso_wh,82,female,18-25,3,5,iso,wh,0.188747345
849,11114,iso_nonwh,82,female,18-25,3,5,iso,nonwh,0.188747345
850,11140,eva_nonwh,82,female,18-25,3,5,eva,nonwh,0.188747345
851,11141,iso_wh,82,female,18-25,3,4,iso,wh,-0.251751183
852,11119,eva_wh,82,female,18-25,3,4,eva,wh,-0.251751183
853,11120,eva_nonwh,83,female,18-25,4,6,eva,nonwh,0.629245873
854,11137,iso_wh,83,female,18-25,4,1,iso,wh,-1.573246765
855,11121,iso_wh,83,female,18-25,4,6,iso,wh,0.629245873
856,11142,iso_nonwh,83,female,18-25,4,3,iso,nonwh,-0.69224971
857,11110,iso_nonwh,83,female,18-25,4,2,iso,nonwh,-1.132748238
858,11126,iso_nonwh,83,female,18-25,4,2,iso,nonwh,-1.132748238
859,11147,eva_wh,83,female,18-25,4,7,eva,wh,1.0697444
860,11115,eva_wh,83,female,18-25,4,7,eva,wh,1.0697444
861,11105,iso_wh,83,female,18-25,4,7,iso,wh,1.0697444
862,11104,eva_nonwh,83,female,18-25,4,6,eva,nonwh,0.629245873
863,11136,eva_nonwh,83,female,18-25,4,7,eva,nonwh,1.0697444
864,11131,eva_wh,83,female,18-25,4,7,eva,wh,1.0697444
865,11101,iso_wh,84,male,18-25,1,3,iso,wh,-0.69224971
866,11106,iso_nonwh,84,male,18-25,1,1,iso,nonwh,-1.573246765
867,11111,eva_wh,84,male,18-25,1,7,eva,wh,1.0697444
868,11116,eva_nonwh,84,male,18-25,1,7,eva,nonwh,1.0697444
869,11117,iso_wh,84,male,18-25,1,6,iso,wh,0.629245873
870,11122,iso_nonwh,84,male,18-25,1,2,iso,nonwh,-1.132748238
871,11127,eva_wh,84,male,18-25,1,7,eva,wh,1.0697444
872,11132,eva_nonwh,84,male,18-25,1,4,eva,nonwh,-0.251751183
873,11133,iso_wh,84,male,18-25,1,3,iso,wh,-0.69224971
874,11138,iso_nonwh,84,male,18-25,1,6,iso,nonwh,0.629245873
875,11143,eva_wh,84,male,18-25,1,7,eva,wh,1.0697444
876,11148,eva_nonwh,84,male,18-25,1,6,eva,nonwh,0.629245873
877,11120,eva_nonwh,86,female,18-25,4,4,eva,nonwh,-0.251751183
878,11137,iso_wh,86,female,18-25,4,5,iso,wh,0.188747345
879,11121,iso_wh,86,female,18-25,4,6,iso,wh,0.629245873
880,11142,iso_nonwh,86,female,18-25,4,1,iso,nonwh,-1.573246765
881,11110,iso_nonwh,86,female,18-25,4,1,iso,nonwh,-1.573246765
882,11126,iso_nonwh,86,female,18-25,4,1,iso,nonwh,-1.573246765
883,11147,eva_wh,86,female,18-25,4,7,eva,wh,1.0697444
884,11115,eva_wh,86,female,18-25,4,7,eva,wh,1.0697444
885,11105,iso_wh,86,female,18-25,4,6,iso,wh,0.629245873
886,11104,eva_nonwh,86,female,18-25,4,6,eva,nonwh,0.629245873
887,11136,eva_nonwh,86,female,18-25,4,5,eva,nonwh,0.188747345
888,11131,eva_wh,86,female,18-25,4,7,eva,wh,1.0697444
889,11120,eva_nonwh,87,female,18-25,4,5,eva,nonwh,0.188747345
890,11137,iso_wh,87,female,18-25,4,1,iso,wh,-1.573246765
891,11121,iso_wh,87,female,18-25,4,5,iso,wh,0.188747345
892,11142,iso_nonwh,87,female,18-25,4,2,iso,nonwh,-1.132748238
893,11110,iso_nonwh,87,female,18-25,4,1,iso,nonwh,-1.573246765
894,11126,iso_nonwh,87,female,18-25,4,7,iso,nonwh,1.0697444
895,11147,eva_wh,87,female,18-25,4,7,eva,wh,1.0697444
896,11115,eva_wh,87,female,18-25,4,7,eva,wh,1.0697444
897,11105,iso_wh,87,female,18-25,4,7,iso,wh,1.0697444
898,11104,eva_nonwh,87,female,18-25,4,7,eva,nonwh,1.0697444
899,11136,eva_nonwh,87,female,18-25,4,1,eva,nonwh,-1.573246765
900,11131,eva_wh,87,female,18-25,4,7,eva,wh,1.0697444
901,11120,eva_nonwh,88,female,18-25,4,6,eva,nonwh,0.629245873
902,11137,iso_wh,88,female,18-25,4,5,iso,wh,0.188747345
903,11121,iso_wh,88,female,18-25,4,3,iso,wh,-0.69224971
904,11142,iso_nonwh,88,female,18-25,4,3,iso,nonwh,-0.69224971
905,11110,iso_nonwh,88,female,18-25,4,3,iso,nonwh,-0.69224971
906,11126,iso_nonwh,88,female,18-25,4,3,iso,nonwh,-0.69224971
907,11147,eva_wh,88,female,18-25,4,7,eva,wh,1.0697444
908,11115,eva_wh,88,female,18-25,4,6,eva,wh,0.629245873
909,11105,iso_wh,88,female,18-25,4,3,iso,wh,-0.69224971
910,11104,eva_nonwh,88,female,18-25,4,7,eva,nonwh,1.0697444
911,11136,eva_nonwh,88,female,18-25,4,6,eva,nonwh,0.629245873
912,11131,eva_wh,88,female,18-25,4,7,eva,wh,1.0697444
913,11120,eva_nonwh,89,female,18-25,4,2,eva,nonwh,-1.132748238
914,11137,iso_wh,89,female,18-25,4,2,iso,wh,-1.132748238
915,11121,iso_wh,89,female,18-25,4,3,iso,wh,-0.69224971
916,11142,iso_nonwh,89,female,18-25,4,3,iso,nonwh,-0.69224971
917,11110,iso_nonwh,89,female,18-25,4,5,iso,nonwh,0.188747345
918,11126,iso_nonwh,89,female,18-25,4,2,iso,nonwh,-1.132748238
919,11147,eva_wh,89,female,18-25,4,7,eva,wh,1.0697444
920,11115,eva_wh,89,female,18-25,4,7,eva,wh,1.0697444
921,11105,iso_wh,89,female,18-25,4,2,iso,wh,-1.132748238
922,11104,eva_nonwh,89,female,18-25,4,7,eva,nonwh,1.0697444
923,11136,eva_nonwh,89,female,18-25,4,6,eva,nonwh,0.629245873
924,11131,eva_wh,89,female,18-25,4,6,eva,wh,0.629245873
925,11128,eva_nonwh,90,male,18-25,2,6,eva,nonwh,0.629245873
926,11107,eva_wh,90,male,18-25,2,5,eva,wh,0.188747345
927,11139,eva_wh,90,male,18-25,2,6,eva,wh,0.629245873
928,11129,iso_wh,90,male,18-25,2,2,iso,wh,-1.132748238
929,11134,iso_nonwh,90,male,18-25,2,3,iso,nonwh,-0.69224971
930,11113,iso_wh,90,male,18-25,2,4,iso,wh,-0.251751183
931,11145,iso_wh,90,male,18-25,2,6,iso,wh,0.629245873
932,11144,eva_nonwh,90,male,18-25,2,4,eva,nonwh,-0.251751183
933,11102,iso_nonwh,90,male,18-25,2,5,iso,nonwh,0.188747345
934,11112,eva_nonwh,90,male,18-25,2,3,eva,nonwh,-0.69224971
935,11118,iso_nonwh,90,male,18-25,2,6,iso,nonwh,0.629245873
936,11123,eva_wh,90,male,18-25,2,6,eva,wh,0.629245873
937,11103,eva_wh,91,male,18-25,3,6,eva,wh,0.629245873
938,11146,iso_nonwh,91,male,18-25,3,4,iso,nonwh,-0.251751183
939,11109,iso_wh,91,male,18-25,3,4,iso,wh,-0.251751183
940,11130,iso_nonwh,91,male,18-25,3,5,iso,nonwh,0.188747345
941,11108,eva_nonwh,91,male,18-25,3,5,eva,nonwh,0.188747345
942,11135,eva_wh,91,male,18-25,3,4,eva,wh,-0.251751183
943,11124,eva_nonwh,91,male,18-25,3,6,eva,nonwh,0.629245873
944,11125,iso_wh,91,male,18-25,3,6,iso,wh,0.629245873
945,11114,iso_nonwh,91,male,18-25,3,7,iso,nonwh,1.0697444
946,11140,eva_nonwh,91,male,18-25,3,6,eva,nonwh,0.629245873
947,11141,iso_wh,91,male,18-25,3,6,iso,wh,0.629245873
948,11119,eva_wh,91,male,18-25,3,5,eva,wh,0.188747345
949,11101,iso_wh,93,female,18-25,1,3,iso,wh,-0.69224971
950,11106,iso_nonwh,93,female,18-25,1,1,iso,nonwh,-1.573246765
951,11111,eva_wh,93,female,18-25,1,7,eva,wh,1.0697444
952,11116,eva_nonwh,93,female,18-25,1,6,eva,nonwh,0.629245873
953,11117,iso_wh,93,female,18-25,1,3,iso,wh,-0.69224971
954,11122,iso_nonwh,93,female,18-25,1,4,iso,nonwh,-0.251751183
955,11127,eva_wh,93,female,18-25,1,7,eva,wh,1.0697444
956,11132,eva_nonwh,93,female,18-25,1,7,eva,nonwh,1.0697444
957,11133,iso_wh,93,female,18-25,1,1,iso,wh,-1.573246765
958,11138,iso_nonwh,93,female,18-25,1,1,iso,nonwh,-1.573246765
959,11143,eva_wh,93,female,18-25,1,7,eva,wh,1.0697444
960,11148,eva_nonwh,93,female,18-25,1,5,eva,nonwh,0.188747345
961,11103,eva_wh,94,female,18-25,3,7,eva,wh,1.0697444
962,11146,iso_nonwh,94,female,18-25,3,5,iso,nonwh,0.188747345
963,11109,iso_wh,94,female,18-25,3,4,iso,wh,-0.251751183
964,11130,iso_nonwh,94,female,18-25,3,4,iso,nonwh,-0.251751183
965,11108,eva_nonwh,94,female,18-25,3,5,eva,nonwh,0.188747345
966,11135,eva_wh,94,female,18-25,3,6,eva,wh,0.629245873
967,11124,eva_nonwh,94,female,18-25,3,5,eva,nonwh,0.188747345
968,11125,iso_wh,94,female,18-25,3,3,iso,wh,-0.69224971
969,11114,iso_nonwh,94,female,18-25,3,5,iso,nonwh,0.188747345
970,11140,eva_nonwh,94,female,18-25,3,4,eva,nonwh,-0.251751183
971,11141,iso_wh,94,female,18-25,3,5,iso,wh,0.188747345
972,11119,eva_wh,94,female,18-25,3,5,eva,wh,0.188747345
973,11101,iso_wh,96,male,18-25,1,5,iso,wh,0.188747345
974,11106,iso_nonwh,96,male,18-25,1,3,iso,nonwh,-0.69224971
975,11111,eva_wh,96,male,18-25,1,7,eva,wh,1.0697444
976,11116,eva_nonwh,96,male,18-25,1,7,eva,nonwh,1.0697444
977,11117,iso_wh,96,male,18-25,1,5,iso,wh,0.188747345
978,11122,iso_nonwh,96,male,18-25,1,6,iso,nonwh,0.629245873
979,11127,eva_wh,96,male,18-25,1,6,eva,wh,0.629245873
980,11132,eva_nonwh,96,male,18-25,1,6,eva,nonwh,0.629245873
981,11133,iso_wh,96,male,18-25,1,6,iso,wh,0.629245873
982,11138,iso_nonwh,96,male,18-25,1,6,iso,nonwh,0.629245873
983,11143,eva_wh,96,male,18-25,1,6,eva,wh,0.629245873
984,11148,eva_nonwh,96,male,18-25,1,5,eva,nonwh,0.188747345
985,11103,eva_wh,97,female,18-25,3,3,eva,wh,-0.69224971
986,11146,iso_nonwh,97,female,18-25,3,4,iso,nonwh,-0.251751183
987,11109,iso_wh,97,female,18-25,3,2,iso,wh,-1.132748238
988,11130,iso_nonwh,97,female,18-25,3,4,iso,nonwh,-0.251751183
989,11108,eva_nonwh,97,female,18-25,3,4,eva,nonwh,-0.251751183
990,11135,eva_wh,97,female,18-25,3,5,eva,wh,0.188747345
991,11124,eva_nonwh,97,female,18-25,3,4,eva,nonwh,-0.251751183
992,11125,iso_wh,97,female,18-25,3,5,iso,wh,0.188747345
993,11114,iso_nonwh,97,female,18-25,3,5,iso,nonwh,0.188747345
994,11140,eva_nonwh,97,female,18-25,3,5,eva,nonwh,0.188747345
995,11141,iso_wh,97,female,18-25,3,5,iso,wh,0.188747345
996,11119,eva_wh,97,female,18-25,3,5,eva,wh,0.188747345
997,11120,eva_nonwh,98,female,18-25,4,4,eva,nonwh,-0.251751183
998,11137,iso_wh,98,female,18-25,4,5,iso,wh,0.188747345
999,11121,iso_wh,98,female,18-25,4,5,iso,wh,0.188747345
1000,11142,iso_nonwh,98,female,18-25,4,2,iso,nonwh,-1.132748238
1001,11110,iso_nonwh,98,female,18-25,4,4,iso,nonwh,-0.251751183
1002,11126,iso_nonwh,98,female,18-25,4,2,iso,nonwh,-1.132748238
1003,11147,eva_wh,98,female,18-25,4,7,eva,wh,1.0697444
1004,11115,eva_wh,98,female,18-25,4,7,eva,wh,1.0697444
1005,11105,iso_wh,98,female,18-25,4,4,iso,wh,-0.251751183
1006,11104,eva_nonwh,98,female,18-25,4,7,eva,nonwh,1.0697444
1007,11136,eva_nonwh,98,female,18-25,4,7,eva,nonwh,1.0697444
1008,11131,eva_wh,98,female,18-25,4,7,eva,wh,1.0697444
1009,11101,iso_wh,99,female,18-25,1,1,iso,wh,-1.573246765
1010,11106,iso_nonwh,99,female,18-25,1,2,iso,nonwh,-1.132748238
1011,11111,eva_wh,99,female,18-25,1,7,eva,wh,1.0697444
1012,11116,eva_nonwh,99,female,18-25,1,6,eva,nonwh,0.629245873
1013,11117,iso_wh,99,female,18-25,1,2,iso,wh,-1.132748238
1014,11122,iso_nonwh,99,female,18-25,1,3,iso,nonwh,-0.69224971
1015,11127,eva_wh,99,female,18-25,1,7,eva,wh,1.0697444
1016,11132,eva_nonwh,99,female,18-25,1,7,eva,nonwh,1.0697444
1017,11133,iso_wh,99,female,18-25,1,3,iso,wh,-0.69224971
1018,11138,iso_nonwh,99,female,18-25,1,6,iso,nonwh,0.629245873
1019,11143,eva_wh,99,female,18-25,1,3,eva,wh,-0.69224971
1020,11148,eva_nonwh,99,female,18-25,1,6,eva,nonwh,0.629245873
1021,11128,eva_nonwh,100,female,18-25,2,6,eva,nonwh,0.629245873
1022,11107,eva_wh,100,female,18-25,2,7,eva,wh,1.0697444
1023,11139,eva_wh,100,female,18-25,2,7,eva,wh,1.0697444
1024,11129,iso_wh,100,female,18-25,2,4,iso,wh,-0.251751183
1025,11134,iso_nonwh,100,female,18-25,2,7,iso,nonwh,1.0697444
1026,11113,iso_wh,100,female,18-25,2,3,iso,wh,-0.69224971
1027,11145,iso_wh,100,female,18-25,2,2,iso,wh,-1.132748238
1028,11144,eva_nonwh,100,female,18-25,2,5,eva,nonwh,0.188747345
1029,11102,iso_nonwh,100,female,18-25,2,5,iso,nonwh,0.188747345
1030,11112,eva_nonwh,100,female,18-25,2,5,eva,nonwh,0.188747345
1031,11118,iso_nonwh,100,female,18-25,2,5,iso,nonwh,0.188747345
1032,11123,eva_wh,100,female,18-25,2,7,eva,wh,1.0697444
1033,11103,eva_wh,101,female,18-25,3,7,eva,wh,1.0697444
1034,11146,iso_nonwh,101,female,18-25,3,7,iso,nonwh,1.0697444
1035,11109,iso_wh,101,female,18-25,3,7,iso,wh,1.0697444
1036,11130,iso_nonwh,101,female,18-25,3,7,iso,nonwh,1.0697444
1037,11108,eva_nonwh,101,female,18-25,3,7,eva,nonwh,1.0697444
1038,11135,eva_wh,101,female,18-25,3,7,eva,wh,1.0697444
1039,11124,eva_nonwh,101,female,18-25,3,7,eva,nonwh,1.0697444
1040,11125,iso_wh,101,female,18-25,3,7,iso,wh,1.0697444
1041,11114,iso_nonwh,101,female,18-25,3,7,iso,nonwh,1.0697444
1042,11140,eva_nonwh,101,female,18-25,3,7,eva,nonwh,1.0697444
1043,11141,iso_wh,101,female,18-25,3,7,iso,wh,1.0697444
1044,11119,eva_wh,101,female,18-25,3,7,eva,wh,1.0697444
1045,11101,iso_wh,103,female,18-25,1,2,iso,wh,-1.132748238
1046,11106,iso_nonwh,103,female,18-25,1,7,iso,nonwh,1.0697444
1047,11111,eva_wh,103,female,18-25,1,7,eva,wh,1.0697444
1048,11116,eva_nonwh,103,female,18-25,1,4,eva,nonwh,-0.251751183
1049,11117,iso_wh,103,female,18-25,1,1,iso,wh,-1.573246765
1050,11122,iso_nonwh,103,female,18-25,1,7,iso,nonwh,1.0697444
1051,11127,eva_wh,103,female,18-25,1,2,eva,wh,-1.132748238
1052,11132,eva_nonwh,103,female,18-25,1,7,eva,nonwh,1.0697444
1053,11133,iso_wh,103,female,18-25,1,6,iso,wh,0.629245873
1054,11138,iso_nonwh,103,female,18-25,1,3,iso,nonwh,-0.69224971
1055,11143,eva_wh,103,female,18-25,1,7,eva,wh,1.0697444
1056,11148,eva_nonwh,103,female,18-25,1,5,eva,nonwh,0.188747345
1057,11120,eva_nonwh,104,female,18-25,4,5,eva,nonwh,0.188747345
1058,11137,iso_wh,104,female,18-25,4,7,iso,wh,1.0697444
1059,11121,iso_wh,104,female,18-25,4,4,iso,wh,-0.251751183
1060,11142,iso_nonwh,104,female,18-25,4,1,iso,nonwh,-1.573246765
1061,11110,iso_nonwh,104,female,18-25,4,7,iso,nonwh,1.0697444
1062,11126,iso_nonwh,104,female,18-25,4,1,iso,nonwh,-1.573246765
1063,11147,eva_wh,104,female,18-25,4,7,eva,wh,1.0697444
1064,11115,eva_wh,104,female,18-25,4,7,eva,wh,1.0697444
1065,11105,iso_wh,104,female,18-25,4,6,iso,wh,0.629245873
1066,11104,eva_nonwh,104,female,18-25,4,6,eva,nonwh,0.629245873
1067,11136,eva_nonwh,104,female,18-25,4,6,eva,nonwh,0.629245873
1068,11131,eva_wh,104,female,18-25,4,7,eva,wh,1.0697444
1069,11120,eva_nonwh,105,male,18-25,4,7,eva,nonwh,1.0697444
1070,11137,iso_wh,105,male,18-25,4,5,iso,wh,0.188747345
1071,11121,iso_wh,105,male,18-25,4,7,iso,wh,1.0697444
1072,11142,iso_nonwh,105,male,18-25,4,6,iso,nonwh,0.629245873
