order,item,label,subject,gender,age,list,score,evade,remnant,z_score
1073,11110,iso_nonwh,105,male,18-25,4,5,iso,nonwh,0.188747345
1074,11126,iso_nonwh,105,male,18-25,4,4,iso,nonwh,-0.251751183
1075,11147,eva_wh,105,male,18-25,4,7,eva,wh,1.0697444
1076,11115,eva_wh,105,male,18-25,4,7,eva,wh,1.0697444
1077,11105,iso_wh,105,male,18-25,4,6,iso,wh,0.629245873
1078,11104,eva_nonwh,105,male,18-25,4,7,eva,nonwh,1.0697444
1079,11136,eva_nonwh,105,male,18-25,4,3,eva,nonwh,-0.69224971
1080,11131,eva_wh,105,male,18-25,4,7,eva,wh,1.0697444
1081,11103,eva_wh,106,female,18-25,3,6,eva,wh,0.629245873
1082,11146,iso_nonwh,106,female,18-25,3,4,iso,nonwh,-0.251751183
1083,11109,iso_wh,106,female,18-25,3,6,iso,wh,0.629245873
1084,11130,iso_nonwh,106,female,18-25,3,5,iso,nonwh,0.188747345
1085,11108,eva_nonwh,106,female,18-25,3,6,eva,nonwh,0.629245873
1086,11135,eva_wh,106,female,18-25,3,6,eva,wh,0.629245873
1087,11124,eva_nonwh,106,female,18-25,3,6,eva,nonwh,0.629245873
1088,11125,iso_wh,106,female,18-25,3,6,iso,wh,0.629245873
1089,11114,iso_nonwh,106,female,18-25,3,5,iso,nonwh,0.188747345
1090,11140,eva_nonwh,106,female,18-25,3,7,eva,nonwh,1.0697444
1091,11141,iso_wh,106,female,18-25,3,4,iso,wh,-0.251751183
1092,11119,eva_wh,106,female,18-25,3,5,eva,wh,0.188747345
1093,11120,eva_nonwh,108,female,18-25,4,6,eva,nonwh,0.629245873
1094,11137,iso_wh,108,female,18-25,4,7,iso,wh,1.0697444
1095,11121,iso_wh,108,female,18-25,4,2,iso,wh,-1.132748238
1096,11142,iso_nonwh,108,female,18-25,4,6,iso,nonwh,0.629245873
1097,11110,iso_nonwh,108,female,18-25,4,7,iso,nonwh,1.0697444
1098,11126,iso_nonwh,108,female,18-25,4,7,iso,nonwh,1.0697444
1099,11147,eva_wh,108,female,18-25,4,2,eva,wh,-1.132748238
1100,11115,eva_wh,108,female,18-25,4,3,eva,wh,-0.69224971
1101,11105,iso_wh,108,female,18-25,4,7,iso,wh,1.0697444
1102,11104,eva_nonwh,108,female,18-25,4,2,eva,nonwh,-1.132748238
1103,11136,eva_nonwh,108,female,18-25,4,2,eva,nonwh,-1.132748238
1104,11131,eva_wh,108,female,18-25,4,2,eva,wh,-1.132748238
1105,11120,eva_nonwh,109,female,18-25,4,3,eva,nonwh,-0.69224971
1106,11137,iso_wh,109,female,18-25,4,1,iso,wh,-1.573246765
1107,11121,iso_wh,109,female,18-25,4,6,iso,wh,0.629245873
1108,11142,iso_nonwh,109,female,18-25,4,6,iso,nonwh,0.629245873
1109,11110,iso_nonwh,109,female,18-25,4,6,iso,nonwh,0.629245873
1110,11126,iso_nonwh,109,female,18-25,4,4,iso,nonwh,-0.251751183
1111,11147,eva_wh,109,female,18-25,4,7,eva,wh,1.0697444
1112,11115,eva_wh,109,female,18-25,4,7,eva,wh,1.0697444
1113,11105,iso_wh,109,female,18-25,4,7,iso,wh,1.0697444
1114,11104,eva_nonwh,109,female,18-25,4,6,eva,nonwh,0.629245873
1115,11136,eva_nonwh,109,female,18-25,4,7,eva,nonwh,1.0697444
1116,11131,eva_wh,109,female,18-25,4,7,eva,wh,1.0697444
1117,11103,eva_wh,110,female,18-25,3,7,eva,wh,1.0697444
1118,11146,iso_nonwh,110,female,18-25,3,7,iso,nonwh,1.0697444
1119,11109,iso_wh,110,female,18-25,3,7,iso,wh,1.0697444
1120,11130,iso_nonwh,110,female,18-25,3,5,iso,nonwh,0.188747345
1121,11108,eva_nonwh,110,female,18-25,3,7,eva,nonwh,1.0697444
1122,11135,eva_wh,110,female,18-25,3,7,eva,wh,1.0697444
1123,11124,eva_nonwh,110,female,18-25,3,7,eva,nonwh,1.0697444
1124,11125,iso_wh,110,female,18-25,3,7,iso,wh,1.0697444
1125,11114,iso_nonwh,110,female,18-25,3,7,iso,nonwh,1.0697444
1126,11140,eva_nonwh,110,female,18-25,3,7,eva,nonwh,1.0697444
1127,11141,iso_wh,110,female,18-25,3,7,iso,wh,1.0697444
1128,11119,eva_wh,110,female,18-25,3,7,eva,wh,1.0697444
1129,11128,eva_nonwh,112,female,18-25,2,7,eva,nonwh,1.0697444
1130,11107,eva_wh,112,female,18-25,2,7,eva,wh,1.0697444
1131,11139,eva_wh,112,female,18-25,2,7,eva,wh,1.0697444
1132,11129,iso_wh,112,female,18-25,2,3,iso,wh,-0.69224971
1133,11134,iso_nonwh,112,female,18-25,2,4,iso,nonwh,-0.251751183
1134,11113,iso_wh,112,female,18-25,2,3,iso,wh,-0.69224971
1135,11145,iso_wh,112,female,18-25,2,3,iso,wh,-0.69224971
1136,11144,eva_nonwh,112,female,18-25,2,7,eva,nonwh,1.0697444
1137,11102,iso_nonwh,112,female,18-25,2,3,iso,nonwh,-0.69224971
1138,11112,eva_nonwh,112,female,18-25,2,7,eva,nonwh,1.0697444
1139,11118,iso_nonwh,112,female,18-25,2,3,iso,nonwh,-0.69224971
1140,11123,eva_wh,112,female,18-25,2,7,eva,wh,1.0697444
1141,11101,iso_wh,114,male,18-25,1,5,iso,wh,0.188747345
1142,11106,iso_nonwh,114,male,18-25,1,2,iso,nonwh,-1.132748238
1143,11111,eva_wh,114,male,18-25,1,7,eva,wh,1.0697444
1144,11116,eva_nonwh,114,male,18-25,1,3,eva,nonwh,-0.69224971
1145,11117,iso_wh,114,male,18-25,1,2,iso,wh,-1.132748238
1146,11122,iso_nonwh,114,male,18-25,1,4,iso,nonwh,-0.251751183
1147,11127,eva_wh,114,male,18-25,1,5,eva,wh,0.188747345
1148,11132,eva_nonwh,114,male,18-25,1,4,eva,nonwh,-0.251751183
1149,11133,iso_wh,114,male,18-25,1,5,iso,wh,0.188747345
1150,11138,iso_nonwh,114,male,18-25,1,4,iso,nonwh,-0.251751183
1151,11143,eva_wh,114,male,18-25,1,6,eva,wh,0.629245873
1152,11148,eva_nonwh,114,male,18-25,1,4,eva,nonwh,-0.251751183
1153,11120,eva_nonwh,115,male,18-25,4,4,eva,nonwh,-0.251751183
1154,11137,iso_wh,115,male,18-25,4,5,iso,wh,0.188747345
1155,11121,iso_wh,115,male,18-25,4,7,iso,wh,1.0697444
1156,11142,iso_nonwh,115,male,18-25,4,3,iso,nonwh,-0.69224971
1157,11110,iso_nonwh,115,male,18-25,4,2,iso,nonwh,-1.132748238
1158,11126,iso_nonwh,115,male,18-25,4,3,iso,nonwh,-0.69224971
1159,11147,eva_wh,115,male,18-25,4,7,eva,wh,1.0697444
1160,11115,eva_wh,115,male,18-25,4,7,eva,wh,1.0697444
1161,11105,iso_wh,115,male,18-25,4,6,iso,wh,0.629245873
1162,11104,eva_nonwh,115,male,18-25,4,5,eva,nonwh,0.188747345
1163,11136,eva_nonwh,115,male,18-25,4,7,eva,nonwh,1.0697444
1164,11131,eva_wh,115,male,18-25,4,7,eva,wh,1.0697444
1165,11103,eva_wh,116,female,18-25,3,7,eva,wh,1.0697444
1166,11146,iso_nonwh,116,female,18-25,3,6,iso,nonwh,0.629245873
1167,11109,iso_wh,116,female,18-25,3,3,iso,wh,-0.69224971
1168,11130,iso_nonwh,116,female,18-25,3,6,iso,nonwh,0.629245873
1169,11108,eva_nonwh,116,female,18-25,3,5,eva,nonwh,0.188747345
1170,11135,eva_wh,116,female,18-25,3,4,eva,wh,-0.251751183
1171,11124,eva_nonwh,116,female,18-25,3,5,eva,nonwh,0.188747345
1172,11125,iso_wh,116,female,18-25,3,5,iso,wh,0.188747345
1173,11114,iso_nonwh,116,female,18-25,3,6,iso,nonwh,0.629245873
1174,11140,eva_nonwh,116,female,18-25,3,5,eva,nonwh,0.188747345
1175,11141,iso_wh,116,female,18-25,3,4,iso,wh,-0.251751183
1176,11119,eva_wh,116,female,18-25,3,6,eva,wh,0.629245873
1177,11103,eva_wh,117,male,18-25,3,7,eva,wh,1.0697444
1178,11146,iso_nonwh,117,male,18-25,3,4,iso,nonwh,-0.251751183
1179,11109,iso_wh,117,male,18-25,3,1,iso,wh,-1.573246765
1180,11130,iso_nonwh,117,male,18-25,3,3,iso,nonwh,-0.69224971
1181,11108,eva_nonwh,117,male,18-25,3,7,eva,nonwh,1.0697444
1182,11135,eva_wh,117,male,18-25,3,7,eva,wh,1.0697444
1183,11124,eva_nonwh,117,male,18-25,3,7,eva,nonwh,1.0697444
1184,11125,iso_wh,117,male,18-25,3,1,iso,wh,-1.573246765
1185,11114,iso_nonwh,117,male,18-25,3,3,iso,nonwh,-0.69224971
1186,11140,eva_nonwh,117,male,18-25,3,6,eva,nonwh,0.629245873
1187,11141,iso_wh,117,male,18-25,3,1,iso,wh,-1.573246765
1188,11119,eva_wh,117,male,18-25,3,7,eva,wh,1.0697444
1189,11101,iso_wh,119,male,18-25,1,6,iso,wh,0.629245873
1190,11106,iso_nonwh,119,male,18-25,1,1,iso,nonwh,-1.573246765
1191,11111,eva_wh,119,male,18-25,1,7,eva,wh,1.0697444
1192,11116,eva_nonwh,119,male,18-25,1,6,eva,nonwh,0.629245873
1193,11117,iso_wh,119,male,18-25,1,5,iso,wh,0.188747345
1194,11122,iso_nonwh,119,male,18-25,1,2,iso,nonwh,-1.132748238
1195,11127,eva_wh,119,male,18-25,1,5,eva,wh,0.188747345
1196,11132,eva_nonwh,119,male,18-25,1,3,eva,nonwh,-0.69224971
1197,11133,iso_wh,119,male,18-25,1,1,iso,wh,-1.573246765
1198,11138,iso_nonwh,119,male,18-25,1,1,iso,nonwh,-1.573246765
1199,11143,eva_wh,119,male,18-25,1,7,eva,wh,1.0697444
1200,11148,eva_nonwh,119,male,18-25,1,3,eva,nonwh,-0.69224971
1201,11101,iso_wh,120,female,18-25,1,3,iso,wh,-0.69224971
1202,11106,iso_nonwh,120,female,18-25,1,2,iso,nonwh,-1.132748238
1203,11111,eva_wh,120,female,18-25,1,7,eva,wh,1.0697444
1204,11116,eva_nonwh,120,female,18-25,1,7,eva,nonwh,1.0697444
1205,11117,iso_wh,120,female,18-25,1,3,iso,wh,-0.69224971
1206,11122,iso_nonwh,120,female,18-25,1,7,iso,nonwh,1.0697444
1207,11127,eva_wh,120,female,18-25,1,5,eva,wh,0.188747345
1208,11132,eva_nonwh,120,female,18-25,1,6,eva,nonwh,0.629245873
1209,11133,iso_wh,120,female,18-25,1,3,iso,wh,-0.69224971
1210,11138,iso_nonwh,120,female,18-25,1,2,iso,nonwh,-1.132748238
1211,11143,eva_wh,120,female,18-25,1,7,eva,wh,1.0697444
1212,11148,eva_nonwh,120,female,18-25,1,6,eva,nonwh,0.629245873
1213,11101,iso_wh,121,female,18-25,1,1,iso,wh,-1.573246765
1214,11106,iso_nonwh,121,female,18-25,1,2,iso,nonwh,-1.132748238
1215,11111,eva_wh,121,female,18-25,1,3,eva,wh,-0.69224971
1216,11116,eva_nonwh,121,female,18-25,1,7,eva,nonwh,1.0697444
1217,11117,iso_wh,121,female,18-25,1,5,iso,wh,0.188747345
1218,11122,iso_nonwh,121,female,18-25,1,4,iso,nonwh,-0.251751183
1219,11127,eva_wh,121,female,18-25,1,5,eva,wh,0.188747345
1220,11132,eva_nonwh,121,female,18-25,1,5,eva,nonwh,0.188747345
1221,11133,iso_wh,121,female,18-25,1,5,iso,wh,0.188747345
1222,11138,iso_nonwh,121,female,18-25,1,5,iso,nonwh,0.188747345
1223,11143,eva_wh,121,female,18-25,1,3,eva,wh,-0.69224971
1224,11148,eva_nonwh,121,female,18-25,1,7,eva,nonwh,1.0697444
1225,11101,iso_wh,122,female,18-25,1,6,iso,wh,0.629245873
1226,11106,iso_nonwh,122,female,18-25,1,2,iso,nonwh,-1.132748238
1227,11111,eva_wh,122,female,18-25,1,6,eva,wh,0.629245873
1228,11116,eva_nonwh,122,female,18-25,1,5,eva,nonwh,0.188747345
1229,11117,iso_wh,122,female,18-25,1,5,iso,wh,0.188747345
1230,11122,iso_nonwh,122,female,18-25,1,5,iso,nonwh,0.188747345
1231,11127,eva_wh,122,female,18-25,1,5,eva,wh,0.188747345
1232,11132,eva_nonwh,122,female,18-25,1,4,eva,nonwh,-0.251751183
1233,11133,iso_wh,122,female,18-25,1,5,iso,wh,0.188747345
1234,11138,iso_nonwh,122,female,18-25,1,2,iso,nonwh,-1.132748238
1235,11143,eva_wh,122,female,18-25,1,4,eva,wh,-0.251751183
1236,11148,eva_nonwh,122,female,18-25,1,2,eva,nonwh,-1.132748238
1237,11128,eva_nonwh,123,female,18-25,2,5,eva,nonwh,0.188747345
1238,11107,eva_wh,123,female,18-25,2,7,eva,wh,1.0697444
1239,11139,eva_wh,123,female,18-25,2,7,eva,wh,1.0697444
1240,11129,iso_wh,123,female,18-25,2,7,iso,wh,1.0697444
1241,11134,iso_nonwh,123,female,18-25,2,1,iso,nonwh,-1.573246765
1242,11113,iso_wh,123,female,18-25,2,5,iso,wh,0.188747345
1243,11145,iso_wh,123,female,18-25,2,7,iso,wh,1.0697444
1244,11144,eva_nonwh,123,female,18-25,2,5,eva,nonwh,0.188747345
1245,11102,iso_nonwh,123,female,18-25,2,5,iso,nonwh,0.188747345
1246,11112,eva_nonwh,123,female,18-25,2,7,eva,nonwh,1.0697444
1247,11118,iso_nonwh,123,female,18-25,2,6,iso,nonwh,0.629245873
1248,11123,eva_wh,123,female,18-25,2,7,eva,wh,1.0697444
1249,11128,eva_nonwh,124,female,18-25,2,4,eva,nonwh,-0.251751183
1250,11107,eva_wh,124,female,18-25,2,7,eva,wh,1.0697444
1251,11139,eva_wh,124,female,18-25,2,7,eva,wh,1.0697444
1252,11129,iso_wh,124,female,18-25,2,4,iso,wh,-0.251751183
1253,11134,iso_nonwh,124,female,18-25,2,4,iso,nonwh,-0.251751183
1254,11113,iso_wh,124,female,18-25,2,3,iso,wh,-0.69224971
1255,11145,iso_wh,124,female,18-25,2,3,iso,wh,-0.69224971
1256,11144,eva_nonwh,124,female,18-25,2,6,eva,nonwh,0.629245873
1257,11102,iso_nonwh,124,female,18-25,2,5,iso,nonwh,0.188747345
1258,11112,eva_nonwh,124,female,18-25,2,3,eva,nonwh,-0.69224971
1259,11118,iso_nonwh,124,female,18-25,2,3,iso,nonwh,-0.69224971
1260,11123,eva_wh,124,female,18-25,2,7,eva,wh,1.0697444
1261,11101,iso_wh,125,female,18-25,1,1,iso,wh,-1.573246765
1262,11106,iso_nonwh,125,female,18-25,1,1,iso,nonwh,-1.573246765
1263,11111,eva_wh,125,female,18-25,1,5,eva,wh,0.188747345
1264,11116,eva_nonwh,125,female,18-25,1,4,eva,nonwh,-0.251751183
1265,11117,iso_wh,125,female,18-25,1,1,iso,wh,-1.573246765
1266,11122,iso_nonwh,125,female,18-25,1,5,iso,nonwh,0.188747345
1267,11127,eva_wh,125,female,18-25,1,4,eva,wh,-0.251751183
1268,11132,eva_nonwh,125,female,18-25,1,2,eva,nonwh,-1.132748238
1269,11133,iso_wh,125,female,18-25,1,2,iso,wh,-1.132748238
1270,11138,iso_nonwh,125,female,18-25,1,1,iso,nonwh,-1.573246765
1271,11143,eva_wh,125,female,18-25,1,7,eva,wh,1.0697444
1272,11148,eva_nonwh,125,female,18-25,1,3,eva,nonwh,-0.69224971
1273,11120,eva_nonwh,126,male,18-25,4,5,eva,nonwh,0.188747345
1274,11137,iso_wh,126,male,18-25,4,5,iso,wh,0.188747345
1275,11121,iso_wh,126,male,18-25,4,5,iso,wh,0.188747345
1276,11142,iso_nonwh,126,male,18-25,4,5,iso,nonwh,0.188747345
1277,11110,iso_nonwh,126,male,18-25,4,4,iso,nonwh,-0.251751183
1278,11126,iso_nonwh,126,male,18-25,4,5,iso,nonwh,0.188747345
1279,11147,eva_wh,126,male,18-25,4,7,eva,wh,1.0697444
1280,11115,eva_wh,126,male,18-25,4,7,eva,wh,1.0697444
1281,11105,iso_wh,126,male,18-25,4,7,iso,wh,1.0697444
1282,11104,eva_nonwh,126,male,18-25,4,6,eva,nonwh,0.629245873
1283,11136,eva_nonwh,126,male,18-25,4,7,eva,nonwh,1.0697444
1284,11131,eva_wh,126,male,18-25,4,7,eva,wh,1.0697444
1285,11101,iso_wh,127,female,18-25,1,7,iso,wh,1.0697444
1286,11106,iso_nonwh,127,female,18-25,1,7,iso,nonwh,1.0697444
1287,11111,eva_wh,127,female,18-25,1,7,eva,wh,1.0697444
1288,11116,eva_nonwh,127,female,18-25,1,7,eva,nonwh,1.0697444
1289,11117,iso_wh,127,female,18-25,1,7,iso,wh,1.0697444
1290,11122,iso_nonwh,127,female,18-25,1,7,iso,nonwh,1.0697444
1291,11127,eva_wh,127,female,18-25,1,5,eva,wh,0.188747345
1292,11132,eva_nonwh,127,female,18-25,1,7,eva,nonwh,1.0697444
1293,11133,iso_wh,127,female,18-25,1,7,iso,wh,1.0697444
1294,11138,iso_nonwh,127,female,18-25,1,7,iso,nonwh,1.0697444
1295,11143,eva_wh,127,female,18-25,1,7,eva,wh,1.0697444
1296,11148,eva_nonwh,127,female,18-25,1,7,eva,nonwh,1.0697444
1297,11120,eva_nonwh,128,female,18-25,4,4,eva,nonwh,-0.251751183
1298,11137,iso_wh,128,female,18-25,4,1,iso,wh,-1.573246765
1299,11121,iso_wh,128,female,18-25,4,2,iso,wh,-1.132748238
1300,11142,iso_nonwh,128,female,18-25,4,3,iso,nonwh,-0.69224971
1301,11110,iso_nonwh,128,female,18-25,4,3,iso,nonwh,-0.69224971
1302,11126,iso_nonwh,128,female,18-25,4,2,iso,nonwh,-1.132748238
1303,11147,eva_wh,128,female,18-25,4,6,eva,wh,0.629245873
1304,11115,eva_wh,128,female,18-25,4,5,eva,wh,0.188747345
1305,11105,iso_wh,128,female,18-25,4,3,iso,wh,-0.69224971
1306,11104,eva_nonwh,128,female,18-25,4,6,eva,nonwh,0.629245873
1307,11136,eva_nonwh,128,female,18-25,4,5,eva,nonwh,0.188747345
1308,11131,eva_wh,128,female,18-25,4,6,eva,wh,0.629245873
1309,11101,iso_wh,129,other,18-25,1,3,iso,wh,-0.69224971
1310,11106,iso_nonwh,129,other,18-25,1,1,iso,nonwh,-1.573246765
1311,11111,eva_wh,129,other,18-25,1,5,eva,wh,0.188747345
1312,11116,eva_nonwh,129,other,18-25,1,5,eva,nonwh,0.188747345
1313,11117,iso_wh,129,other,18-25,1,5,iso,wh,0.188747345
1314,11122,iso_nonwh,129,other,18-25,1,5,iso,nonwh,0.188747345
1315,11127,eva_wh,129,other,18-25,1,6,eva,wh,0.629245873
1316,11132,eva_nonwh,129,other,18-25,1,3,eva,nonwh,-0.69224971
1317,11133,iso_wh,129,other,18-25,1,3,iso,wh,-0.69224971
1318,11138,iso_nonwh,129,other,18-25,1,3,iso,nonwh,-0.69224971
1319,11143,eva_wh,129,other,18-25,1,6,eva,wh,0.629245873
1320,11148,eva_nonwh,129,other,18-25,1,3,eva,nonwh,-0.69224971
1321,11103,eva_wh,132,female,18-25,3,7,eva,wh,1.0697444
1322,11146,iso_nonwh,132,female,18-25,3,6,iso,nonwh,0.629245873
1323,11109,iso_wh,132,female,18-25,3,5,iso,wh,0.188747345
1324,11130,iso_nonwh,132,female,18-25,3,4,iso,nonwh,-0.251751183
1325,11108,eva_nonwh,132,female,18-25,3,4,eva,nonwh,-0.251751183
1326,11135,eva_wh,132,female,18-25,3,5,eva,wh,0.188747345
1327,11124,eva_nonwh,132,female,18-25,3,5,eva,nonwh,0.188747345
1328,11125,iso_wh,132,female,18-25,3,4,iso,wh,-0.251751183
1329,11114,iso_nonwh,132,female,18-25,3,5,iso,nonwh,0.188747345
1330,11140,eva_nonwh,132,female,18-25,3,2,eva,nonwh,-1.132748238
1331,11141,iso_wh,132,female,18-25,3,6,iso,wh,0.629245873
1332,11119,eva_wh,132,female,18-25,3,6,eva,wh,0.629245873
1333,11120,eva_nonwh,133,male,18-25,4,1,eva,nonwh,-1.573246765
1334,11137,iso_wh,133,male,18-25,4,7,iso,wh,1.0697444
1335,11121,iso_wh,133,male,18-25,4,7,iso,wh,1.0697444
1336,11142,iso_nonwh,133,male,18-25,4,2,iso,nonwh,-1.132748238
1337,11110,iso_nonwh,133,male,18-25,4,2,iso,nonwh,-1.132748238
1338,11126,iso_nonwh,133,male,18-25,4,2,iso,nonwh,-1.132748238
1339,11147,eva_wh,133,male,18-25,4,7,eva,wh,1.0697444
1340,11115,eva_wh,133,male,18-25,4,7,eva,wh,1.0697444
1341,11105,iso_wh,133,male,18-25,4,7,iso,wh,1.0697444
1342,11104,eva_nonwh,133,male,18-25,4,2,eva,nonwh,-1.132748238
1343,11136,eva_nonwh,133,male,18-25,4,2,eva,nonwh,-1.132748238
1344,11131,eva_wh,133,male,18-25,4,7,eva,wh,1.0697444
1345,11103,eva_wh,134,male,18-25,3,7,eva,wh,1.0697444
1346,11146,iso_nonwh,134,male,18-25,3,1,iso,nonwh,-1.573246765
1347,11109,iso_wh,134,male,18-25,3,1,iso,wh,-1.573246765
1348,11130,iso_nonwh,134,male,18-25,3,1,iso,nonwh,-1.573246765
1349,11108,eva_nonwh,134,male,18-25,3,4,eva,nonwh,-0.251751183
1350,11135,eva_wh,134,male,18-25,3,7,eva,wh,1.0697444
1351,11124,eva_nonwh,134,male,18-25,3,7,eva,nonwh,1.0697444
1352,11125,iso_wh,134,male,18-25,3,1,iso,wh,-1.573246765
1353,11114,iso_nonwh,134,male,18-25,3,1,iso,nonwh,-1.573246765
1354,11140,eva_nonwh,134,male,18-25,3,7,eva,nonwh,1.0697444
1355,11141,iso_wh,134,male,18-25,3,1,iso,wh,-1.573246765
1356,11119,eva_wh,134,male,18-25,3,7,eva,wh,1.0697444
1357,11101,iso_wh,135,female,18-25,1,1,iso,wh,-1.573246765
1358,11106,iso_nonwh,135,female,18-25,1,1,iso,nonwh,-1.573246765
1359,11111,eva_wh,135,female,18-25,1,5,eva,wh,0.188747345
1360,11116,eva_nonwh,135,female,18-25,1,2,eva,nonwh,-1.132748238
1361,11117,iso_wh,135,female,18-25,1,1,iso,wh,-1.573246765
1362,11122,iso_nonwh,135,female,18-25,1,1,iso,nonwh,-1.573246765
1363,11127,eva_wh,135,female,18-25,1,3,eva,wh,-0.69224971
1364,11132,eva_nonwh,135,female,18-25,1,4,eva,nonwh,-0.251751183
1365,11133,iso_wh,135,female,18-25,1,2,iso,wh,-1.132748238
1366,11138,iso_nonwh,135,female,18-25,1,2,iso,nonwh,-1.132748238
1367,11143,eva_wh,135,female,18-25,1,2,eva,wh,-1.132748238
1368,11148,eva_nonwh,135,female,18-25,1,7,eva,nonwh,1.0697444
1369,11128,eva_nonwh,136,female,45-54,2,4,eva,nonwh,-0.251751183
1370,11107,eva_wh,136,female,45-54,2,4,eva,wh,-0.251751183
1371,11139,eva_wh,136,female,45-54,2,4,eva,wh,-0.251751183
1372,11129,iso_wh,136,female,45-54,2,2,iso,wh,-1.132748238
1373,11134,iso_nonwh,136,female,45-54,2,2,iso,nonwh,-1.132748238
1374,11113,iso_wh,136,female,45-54,2,1,iso,wh,-1.573246765
1375,11145,iso_wh,136,female,45-54,2,3,iso,wh,-0.69224971
1376,11144,eva_nonwh,136,female,45-54,2,1,eva,nonwh,-1.573246765
1377,11102,iso_nonwh,136,female,45-54,2,3,iso,nonwh,-0.69224971
1378,11112,eva_nonwh,136,female,45-54,2,2,eva,nonwh,-1.132748238
1379,11118,iso_nonwh,136,female,45-54,2,3,iso,nonwh,-0.69224971
1380,11123,eva_wh,136,female,45-54,2,7,eva,wh,1.0697444
1381,11120,eva_nonwh,137,female,18-25,4,4,eva,nonwh,-0.251751183
1382,11137,iso_wh,137,female,18-25,4,6,iso,wh,0.629245873
1383,11121,iso_wh,137,female,18-25,4,5,iso,wh,0.188747345
1384,11142,iso_nonwh,137,female,18-25,4,5,iso,nonwh,0.188747345
1385,11110,iso_nonwh,137,female,18-25,4,4,iso,nonwh,-0.251751183
1386,11126,iso_nonwh,137,female,18-25,4,4,iso,nonwh,-0.251751183
1387,11147,eva_wh,137,female,18-25,4,6,eva,wh,0.629245873
1388,11115,eva_wh,137,female,18-25,4,7,eva,wh,1.0697444
1389,11105,iso_wh,137,female,18-25,4,3,iso,wh,-0.69224971
1390,11104,eva_nonwh,137,female,18-25,4,7,eva,nonwh,1.0697444
1391,11136,eva_nonwh,137,female,18-25,4,6,eva,nonwh,0.629245873
1392,11131,eva_wh,137,female,18-25,4,5,eva,wh,0.188747345
1393,11101,iso_wh,138,male,18-25,1,5,iso,wh,0.188747345
1394,11106,iso_nonwh,138,male,18-25,1,4,iso,nonwh,-0.251751183
1395,11111,eva_wh,138,male,18-25,1,7,eva,wh,1.0697444
1396,11116,eva_nonwh,138,male,18-25,1,7,eva,nonwh,1.0697444
1397,11117,iso_wh,138,male,18-25,1,4,iso,wh,-0.251751183
1398,11122,iso_nonwh,138,male,18-25,1,5,iso,nonwh,0.188747345
1399,11127,eva_wh,138,male,18-25,1,7,eva,wh,1.0697444
1400,11132,eva_nonwh,138,male,18-25,1,7,eva,nonwh,1.0697444
1401,11133,iso_wh,138,male,18-25,1,4,iso,wh,-0.251751183
1402,11138,iso_nonwh,138,male,18-25,1,3,iso,nonwh,-0.69224971
1403,11143,eva_wh,138,male,18-25,1,7,eva,wh,1.0697444
1404,11148,eva_nonwh,138,male,18-25,1,7,eva,nonwh,1.0697444
1405,11128,eva_nonwh,139,female,18-25,2,4,eva,nonwh,-0.251751183
1406,11107,eva_wh,139,female,18-25,2,6,eva,wh,0.629245873
1407,11139,eva_wh,139,female,18-25,2,5,eva,wh,0.188747345
1408,11129,iso_wh,139,female,18-25,2,6,iso,wh,0.629245873
1409,11134,iso_nonwh,139,female,18-25,2,3,iso,nonwh,-0.69224971
1410,11113,iso_wh,139,female,18-25,2,6,iso,wh,0.629245873
1411,11145,iso_wh,139,female,18-25,2,3,iso,wh,-0.69224971
1412,11144,eva_nonwh,139,female,18-25,2,5,eva,nonwh,0.188747345
1413,11102,iso_nonwh,139,female,18-25,2,7,iso,nonwh,1.0697444
1414,11112,eva_nonwh,139,female,18-25,2,3,eva,nonwh,-0.69224971
1415,11118,iso_nonwh,139,female,18-25,2,2,iso,nonwh,-1.132748238
1416,11123,eva_wh,139,female,18-25,2,7,eva,wh,1.0697444
1417,11103,eva_wh,140,female,18-25,3,5,eva,wh,0.188747345
1418,11146,iso_nonwh,140,female,18-25,3,5,iso,nonwh,0.188747345
1419,11109,iso_wh,140,female,18-25,3,5,iso,wh,0.188747345
1420,11130,iso_nonwh,140,female,18-25,3,7,iso,nonwh,1.0697444
1421,11108,eva_nonwh,140,female,18-25,3,5,eva,nonwh,0.188747345
1422,11135,eva_wh,140,female,18-25,3,1,eva,wh,-1.573246765
1423,11124,eva_nonwh,140,female,18-25,3,3,eva,nonwh,-0.69224971
1424,11125,iso_wh,140,female,18-25,3,6,iso,wh,0.629245873
1425,11114,iso_nonwh,140,female,18-25,3,6,iso,nonwh,0.629245873
1426,11140,eva_nonwh,140,female,18-25,3,4,eva,nonwh,-0.251751183
1427,11141,iso_wh,140,female,18-25,3,5,iso,wh,0.188747345
1428,11119,eva_wh,140,female,18-25,3,4,eva,wh,-0.251751183
1429,11101,iso_wh,141,male,18-25,1,7,iso,wh,1.0697444
1430,11106,iso_nonwh,141,male,18-25,1,4,iso,nonwh,-0.251751183
1431,11111,eva_wh,141,male,18-25,1,7,eva,wh,1.0697444
1432,11116,eva_nonwh,141,male,18-25,1,3,eva,nonwh,-0.69224971
1433,11117,iso_wh,141,male,18-25,1,6,iso,wh,0.629245873
1434,11122,iso_nonwh,141,male,18-25,1,3,iso,nonwh,-0.69224971
1435,11127,eva_wh,141,male,18-25,1,7,eva,wh,1.0697444
