"","subject_number","condition","phase","trialnumber","sound","dur_in_s","pert_direction"
"4650","08","Onset","R",32,"s",0.175322,"stretched"
"4651","08","Onset","R",33,"u",0.109475,"compressed"
"4652","08","Onset","R",33,"s",0.201952,"stretched"
"4653","08","Onset","R",35,"u",0.0897250000000001,"compressed"
"4654","08","Onset","R",35,"s",0.178562,"stretched"
"4655","08","Onset","R",36,"u",0.079725,"compressed"
"4656","08","Onset","R",36,"s",0.190644,"stretched"
"4657","08","Onset","R",38,"u",0.0896600000000001,"compressed"
"4658","08","Onset","R",38,"s",0.174067,"stretched"
"4659","08","Onset","R",39,"u",0.0946670000000001,"compressed"
"4660","08","Onset","R",39,"s",0.182172,"stretched"
"4661","08","Onset","R",40,"u",0.093548,"compressed"
"4662","08","Onset","R",40,"s",0.190511,"stretched"
"4663","08","Onset","R",42,"u",0.0891499999999998,"compressed"
"4664","08","Onset","R",42,"s",0.180994,"stretched"
"4665","08","Onset","R",43,"u",0.095753,"compressed"
"4666","08","Onset","R",43,"s",0.172346,"stretched"
"4667","08","Onset","R",44,"u",0.0847979999999999,"compressed"
"4668","08","Onset","R",44,"s",0.189445,"stretched"
"4669","08","Onset","R",45,"u",0.0966290000000001,"compressed"
"4670","08","Onset","R",45,"s",0.172197,"stretched"
"4671","08","Onset","H",47,"u",0.092994,"compressed"
"4672","08","Onset","H",47,"s",0.183428,"stretched"
"4673","08","Onset","H",48,"u",0.096652,"compressed"
"4674","08","Onset","H",48,"s",0.173392,"stretched"
"4675","08","Onset","H",49,"u",0.100182,"compressed"
"4676","08","Onset","H",49,"s",0.188383,"stretched"
"4677","08","Onset","H",51,"u",0.0934240000000002,"compressed"
"4678","08","Onset","H",51,"s",0.187127,"stretched"
"4679","08","Onset","H",52,"u",0.0945589999999998,"compressed"
"4680","08","Onset","H",52,"s",0.19139,"stretched"
"4681","08","Onset","H",53,"u",0.08948,"compressed"
"4682","08","Onset","H",53,"s",0.173664,"stretched"
"4683","08","Onset","H",54,"u",0.109124,"compressed"
"4684","08","Onset","H",54,"s",0.183608,"stretched"
"4685","08","Onset","H",55,"u",0.0886309999999999,"compressed"
"4686","08","Onset","H",55,"s",0.195977,"stretched"
"4687","08","Onset","H",57,"u",0.096678,"compressed"
"4688","08","Onset","H",57,"s",0.173878,"stretched"
"4689","08","Onset","H",58,"u",0.086859,"compressed"
"4690","08","Onset","H",58,"s",0.181924,"stretched"
"4691","08","Onset","H",59,"u",0.0847279999999999,"compressed"
"4692","08","Onset","H",59,"s",0.185251,"stretched"
"4693","08","Onset","H",60,"u",0.091591,"compressed"
"4694","08","Onset","H",60,"s",0.196205,"stretched"
"4695","08","Onset","H",61,"u",0.08948,"compressed"
"4696","08","Onset","H",61,"s",0.181685,"stretched"
"4697","08","Onset","H",62,"u",0.0925149999999999,"compressed"
"4698","08","Onset","H",62,"s",0.17817,"stretched"
"4699","08","Onset","H",64,"u",0.089518,"compressed"
"4700","08","Onset","H",64,"s",0.177525,"stretched"
"4701","08","Onset","H",70,"u",0.0910219999999999,"compressed"
"4702","08","Onset","H",70,"s",0.204557,"stretched"
"4703","08","Onset","H",71,"u",0.0975530000000001,"compressed"
"4704","08","Onset","H",71,"s",0.188978,"stretched"
"4705","08","Onset","H",72,"u",0.090228,"compressed"
"4706","08","Onset","H",72,"s",0.173084,"stretched"
"4707","08","Onset","H",73,"u",0.093267,"compressed"
"4708","08","Onset","H",73,"s",0.188701,"stretched"
"4709","08","Onset","H",74,"u",0.0973019999999999,"compressed"
"4710","08","Onset","H",74,"s",0.19485,"stretched"
"4711","08","Onset","H",75,"u",0.093131,"compressed"
"4712","08","Onset","H",75,"s",0.201058,"stretched"
"4713","08","Onset","A",76,"u",0.103799,"compressed"
"4714","08","Onset","A",76,"s",0.183379,"stretched"
"4715","08","Onset","A",77,"u",0.100146,"compressed"
"4716","08","Onset","A",77,"s",0.20408,"stretched"
"4717","08","Onset","A",78,"u",0.0919990000000002,"compressed"
"4718","08","Onset","A",78,"s",0.194475,"stretched"
"4719","08","Onset","A",79,"u",0.0946130000000001,"compressed"
"4720","08","Onset","A",79,"s",0.196826,"stretched"
"4721","08","Onset","A",80,"u",0.092198,"compressed"
"4722","08","Onset","A",80,"s",0.178505,"stretched"
"4723","08","Onset","A",81,"u",0.100484,"compressed"
"4724","08","Onset","A",81,"s",0.176986,"stretched"
"4725","08","Onset","A",82,"u",0.078828,"compressed"
"4726","08","Onset","A",82,"s",0.177617,"stretched"
"4727","08","Onset","A",83,"u",0.085342,"compressed"
"4728","08","Onset","A",83,"s",0.178857,"stretched"
"4729","08","Onset","A",84,"u",0.0994710000000001,"compressed"
"4730","08","Onset","A",84,"s",0.164611,"stretched"
"4731","08","Onset","A",85,"u",0.095143,"compressed"
"4732","08","Onset","A",85,"s",0.175209,"stretched"
"4733","08","Onset","A",86,"u",0.081839,"compressed"
"4734","08","Onset","A",86,"s",0.179797,"stretched"
"4735","08","Onset","A",87,"u",0.093056,"compressed"
"4736","08","Onset","A",87,"s",0.186256,"stretched"
"4737","08","Onset","A",88,"u",0.0924200000000001,"compressed"
"4738","08","Onset","A",88,"s",0.166386,"stretched"
"4739","08","Onset","A",89,"u",0.081402,"compressed"
"4740","08","Onset","A",89,"s",0.172336,"stretched"
"4741","08","Onset","A",90,"u",0.087552,"compressed"
"4742","08","Onset","A",90,"s",0.189741,"stretched"
"4743","08","Onset","A",91,"u",0.0988899999999999,"compressed"
"4744","08","Onset","A",91,"s",0.1887,"stretched"
"4745","08","Onset","A",92,"u",0.0901679999999999,"compressed"
"4746","08","Onset","A",92,"s",0.190408,"stretched"
"4747","08","Onset","A",93,"u",0.105811,"compressed"
"4748","08","Onset","A",93,"s",0.214239,"stretched"
"4749","08","Onset","A",94,"u",0.085993,"compressed"
"4750","08","Onset","A",94,"s",0.175849,"stretched"
"4751","09","Onset","B",6,"u",0.0806580000000001,"compressed"
"4752","09","Onset","B",6,"s",0.254249,"stretched"
"4753","09","Onset","B",7,"u",0.138148,"compressed"
"4754","09","Onset","B",7,"s",0.201978,"stretched"
"4755","09","Onset","B",8,"u",0.0864929999999999,"compressed"
"4756","09","Onset","B",8,"s",0.194985,"stretched"
"4757","09","Onset","B",9,"u",0.07115,"compressed"
"4758","09","Onset","B",9,"s",0.212962,"stretched"
"4759","09","Onset","B",10,"u",0.0819939999999999,"compressed"
"4760","09","Onset","B",10,"s",0.224123,"stretched"
"4761","09","Onset","B",11,"u",0.08944,"compressed"
"4762","09","Onset","B",11,"s",0.205215,"stretched"
"4763","09","Onset","B",12,"u",0.0842040000000002,"compressed"
"4764","09","Onset","B",12,"s",0.194731,"stretched"
"4765","09","Onset","B",13,"u",0.074981,"compressed"
"4766","09","Onset","B",13,"s",0.231223,"stretched"
"4767","09","Onset","B",14,"u",0.096654,"compressed"
"4768","09","Onset","B",14,"s",0.230404,"stretched"
"4769","09","Onset","B",15,"u",0.0675399999999999,"compressed"
"4770","09","Onset","B",15,"s",0.222504,"stretched"
"4771","09","Onset","B",16,"u",0.070468,"compressed"
"4772","09","Onset","B",16,"s",0.170671,"stretched"
"4773","09","Onset","B",17,"u",0.0957589999999999,"compressed"
"4774","09","Onset","B",17,"s",0.194433,"stretched"
"4775","09","Onset","B",18,"u",0.082503,"compressed"
"4776","09","Onset","B",18,"s",0.209457,"stretched"
"4777","09","Onset","B",19,"u",0.0943000000000001,"compressed"
"4778","09","Onset","B",19,"s",0.189861,"stretched"
"4779","09","Onset","B",20,"u",0.0649980000000001,"compressed"
"4780","09","Onset","B",20,"s",0.191478,"stretched"
"4781","09","Onset","B",21,"u",0.0829390000000001,"compressed"
"4782","09","Onset","B",21,"s",0.217003,"stretched"
"4783","09","Onset","B",22,"u",0.0780299999999998,"compressed"
"4784","09","Onset","B",22,"s",0.226954,"stretched"
"4785","09","Onset","B",23,"u",0.0658529999999999,"compressed"
"4786","09","Onset","B",23,"s",0.19498,"stretched"
"4787","09","Onset","B",24,"u",0.0638800000000002,"compressed"
"4788","09","Onset","B",24,"s",0.201366,"stretched"
"4789","09","Onset","B",25,"u",0.093472,"compressed"
"4790","09","Onset","B",25,"s",0.194341,"stretched"
"4791","09","Onset","R",26,"u",0.0816790000000001,"compressed"
"4792","09","Onset","R",26,"s",0.205067,"stretched"
"4793","09","Onset","R",27,"u",0.0709569999999999,"compressed"
"4794","09","Onset","R",27,"s",0.175405,"stretched"
"4795","09","Onset","R",28,"u",0.064632,"compressed"
"4796","09","Onset","R",28,"s",0.197775,"stretched"
"4797","09","Onset","R",29,"u",0.078441,"compressed"
"4798","09","Onset","R",29,"s",0.2096,"stretched"
"4799","09","Onset","R",30,"u",0.0602830000000001,"compressed"
"4800","09","Onset","R",30,"s",0.196352,"stretched"
"4801","09","Onset","R",31,"u",0.0631889999999999,"compressed"
"4802","09","Onset","R",31,"s",0.200164,"stretched"
"4803","09","Onset","R",32,"u",0.069699,"compressed"
"4804","09","Onset","R",32,"s",0.186481,"stretched"
"4805","09","Onset","R",33,"u",0.076219,"compressed"
"4806","09","Onset","R",33,"s",0.231367,"stretched"
"4807","09","Onset","R",34,"u",0.076702,"compressed"
"4808","09","Onset","R",34,"s",0.183911,"stretched"
"4809","09","Onset","R",36,"u",0.0795319999999999,"compressed"
"4810","09","Onset","R",36,"s",0.216567,"stretched"
"4811","09","Onset","R",37,"u",0.072433,"compressed"
"4812","09","Onset","R",37,"s",0.196206,"stretched"
"4813","09","Onset","R",38,"u",0.075772,"compressed"
"4814","09","Onset","R",38,"s",0.195001,"stretched"
"4815","09","Onset","R",39,"u",0.075715,"compressed"
"4816","09","Onset","R",39,"s",0.19633,"stretched"
"4817","09","Onset","R",40,"u",0.071782,"compressed"
"4818","09","Onset","R",40,"s",0.19265,"stretched"
"4819","09","Onset","R",41,"u",0.0729840000000002,"compressed"
"4820","09","Onset","R",41,"s",0.18476,"stretched"
"4821","09","Onset","R",42,"u",0.0559259999999999,"compressed"
"4822","09","Onset","R",42,"s",0.196057,"stretched"
"4823","09","Onset","R",43,"u",0.0710510000000002,"compressed"
"4824","09","Onset","R",43,"s",0.202573,"stretched"
"4825","09","Onset","R",44,"u",0.091707,"compressed"
"4826","09","Onset","R",44,"s",0.182917,"stretched"
"4827","09","Onset","H",46,"u",0.07369,"compressed"
"4828","09","Onset","H",46,"s",0.174529,"stretched"
"4829","09","Onset","H",48,"u",0.078748,"compressed"
"4830","09","Onset","H",48,"s",0.197087,"stretched"
"4831","09","Onset","H",49,"u",0.087127,"compressed"
"4832","09","Onset","H",49,"s",0.183207,"stretched"
"4833","09","Onset","H",50,"u",0.0823940000000001,"compressed"
"4834","09","Onset","H",50,"s",0.179665,"stretched"
"4835","09","Onset","H",51,"u",0.0969849999999999,"compressed"
"4836","09","Onset","H",51,"s",0.19842,"stretched"
"4837","09","Onset","H",52,"u",0.09782,"compressed"
"4838","09","Onset","H",52,"s",0.208069,"stretched"
"4839","09","Onset","H",53,"u",0.084514,"compressed"
"4840","09","Onset","H",53,"s",0.192129,"stretched"
"4841","09","Onset","H",54,"u",0.0777000000000001,"compressed"
"4842","09","Onset","H",54,"s",0.188103,"stretched"
"4843","09","Onset","H",55,"u",0.0795919999999999,"compressed"
"4844","09","Onset","H",55,"s",0.197259,"stretched"
"4845","09","Onset","H",56,"u",0.07761,"compressed"
"4846","09","Onset","H",56,"s",0.176451,"stretched"
"4847","09","Onset","H",57,"u",0.11582,"compressed"
"4848","09","Onset","H",57,"s",0.17766,"stretched"
"4849","09","Onset","H",58,"u",0.0701609999999999,"compressed"
"4850","09","Onset","H",58,"s",0.17241,"stretched"
"4851","09","Onset","H",59,"u",0.06914,"compressed"
"4852","09","Onset","H",59,"s",0.180588,"stretched"
"4853","09","Onset","H",60,"u",0.0692249999999999,"compressed"
"4854","09","Onset","H",60,"s",0.180356,"stretched"
"4855","09","Onset","H",61,"u",0.06416,"compressed"
"4856","09","Onset","H",61,"s",0.181577,"stretched"
"4857","09","Onset","H",62,"u",0.069626,"compressed"
"4858","09","Onset","H",62,"s",0.172558,"stretched"
"4859","09","Onset","H",63,"u",0.080139,"compressed"
"4860","09","Onset","H",63,"s",0.187733,"stretched"
"4861","09","Onset","H",64,"u",0.082849,"compressed"
"4862","09","Onset","H",64,"s",0.208736,"stretched"
"4863","09","Onset","H",65,"u",0.0629170000000001,"compressed"
"4864","09","Onset","H",65,"s",0.211755,"stretched"
"4865","09","Onset","H",66,"u",0.0704899999999999,"compressed"
"4866","09","Onset","H",66,"s",0.197792,"stretched"
"4867","09","Onset","H",67,"u",0.075636,"compressed"
"4868","09","Onset","H",67,"s",0.230382,"stretched"
"4869","09","Onset","H",68,"u",0.064174,"compressed"
"4870","09","Onset","H",68,"s",0.215399,"stretched"
"4871","09","Onset","H",69,"u",0.0737180000000002,"compressed"
"4872","09","Onset","H",69,"s",0.22033,"stretched"
"4873","09","Onset","H",70,"u",0.086695,"compressed"
"4874","09","Onset","H",70,"s",0.219265,"stretched"
"4875","09","Onset","H",71,"u",0.0868800000000001,"compressed"
"4876","09","Onset","H",71,"s",0.207317,"stretched"
"4877","09","Onset","H",72,"u",0.0917079999999999,"compressed"
"4878","09","Onset","H",72,"s",0.228529,"stretched"
"4879","09","Onset","H",73,"u",0.081583,"compressed"
"4880","09","Onset","H",73,"s",0.209035,"stretched"
"4881","09","Onset","H",75,"u",0.084846,"compressed"
"4882","09","Onset","H",75,"s",0.186039,"stretched"
"4883","09","Onset","A",76,"u",0.104792,"compressed"
"4884","09","Onset","A",76,"s",0.195996,"stretched"
"4885","09","Onset","A",77,"u",0.100891,"compressed"
"4886","09","Onset","A",77,"s",0.187344,"stretched"
"4887","09","Onset","A",78,"u",0.096427,"compressed"
"4888","09","Onset","A",78,"s",0.201326,"stretched"
"4889","09","Onset","A",79,"u",0.10618,"compressed"
"4890","09","Onset","A",79,"s",0.185545,"stretched"
"4891","09","Onset","A",80,"u",0.0883099999999999,"compressed"
"4892","09","Onset","A",80,"s",0.201587,"stretched"
"4893","09","Onset","A",81,"u",0.0852219999999999,"compressed"
"4894","09","Onset","A",81,"s",0.186979,"stretched"
"4895","09","Onset","A",82,"u",0.0819100000000001,"compressed"
"4896","09","Onset","A",82,"s",0.193372,"stretched"
"4897","09","Onset","A",83,"u",0.079075,"compressed"
"4898","09","Onset","A",83,"s",0.196057,"stretched"
"4899","09","Onset","A",84,"u",0.0893280000000001,"compressed"
"4900","09","Onset","A",84,"s",0.201213,"stretched"
"4901","09","Onset","A",85,"u",0.0990839999999999,"compressed"
"4902","09","Onset","A",85,"s",0.232426,"stretched"
"4903","09","Onset","A",86,"u",0.0926290000000001,"compressed"
"4904","09","Onset","A",86,"s",0.22116,"stretched"
"4905","09","Onset","A",87,"u",0.083988,"compressed"
"4906","09","Onset","A",87,"s",0.222707,"stretched"
"4907","09","Onset","A",88,"u",0.0950199999999999,"compressed"
"4908","09","Onset","A",88,"s",0.207682,"stretched"
"4909","09","Onset","A",89,"u",0.087737,"compressed"
"4910","09","Onset","A",89,"s",0.200094,"stretched"
"4911","09","Onset","A",90,"u",0.0822780000000001,"compressed"
"4912","09","Onset","A",90,"s",0.206309,"stretched"
"4913","09","Onset","A",91,"u",0.0973379999999999,"compressed"
"4914","09","Onset","A",91,"s",0.228064,"stretched"
"4915","09","Onset","A",92,"u",0.093494,"compressed"
"4916","09","Onset","A",92,"s",0.209486,"stretched"
"4917","09","Onset","A",93,"u",0.073283,"compressed"
"4918","09","Onset","A",93,"s",0.198457,"stretched"
"4919","09","Onset","A",94,"u",0.0818620000000001,"compressed"
"4920","09","Onset","A",94,"s",0.179996,"stretched"
"4921","09","Onset","A",95,"u",0.0904929999999999,"compressed"
"4922","09","Onset","A",95,"s",0.200837,"stretched"
"4923","10","Onset","B",6,"u",0.055112,"compressed"
"4924","10","Onset","B",6,"s",0.210341,"stretched"
"4925","10","Onset","B",7,"u",0.0711649999999999,"compressed"
"4926","10","Onset","B",7,"s",0.208932,"stretched"
"4927","10","Onset","B",8,"u",0.068082,"compressed"
"4928","10","Onset","B",8,"s",0.208954,"stretched"
"4929","10","Onset","B",9,"u",0.067685,"compressed"
"4930","10","Onset","B",9,"s",0.196846,"stretched"
"4931","10","Onset","B",10,"u",0.0736810000000001,"compressed"
"4932","10","Onset","B",10,"s",0.19797,"stretched"
"4933","10","Onset","B",11,"u",0.0755920000000001,"compressed"
"4934","10","Onset","B",11,"s",0.187461,"stretched"
"4935","10","Onset","B",12,"u",0.0674780000000001,"compressed"
"4936","10","Onset","B",12,"s",0.208874,"stretched"
"4937","10","Onset","B",13,"u",0.0476380000000001,"compressed"
"4938","10","Onset","B",13,"s",0.18822,"stretched"
"4939","10","Onset","B",14,"u",0.067034,"compressed"
"4940","10","Onset","B",14,"s",0.184256,"stretched"
"4941","10","Onset","B",15,"u",0.068805,"compressed"
"4942","10","Onset","B",15,"s",0.191159,"stretched"
"4943","10","Onset","B",16,"u",0.0706909999999998,"compressed"
"4944","10","Onset","B",16,"s",0.190107,"stretched"
"4945","10","Onset","B",17,"u",0.0788329999999999,"compressed"
"4946","10","Onset","B",17,"s",0.194173,"stretched"
"4947","10","Onset","B",18,"u",0.065823,"compressed"
"4948","10","Onset","B",18,"s",0.176794,"stretched"
"4949","10","Onset","B",19,"u",0.0715290000000002,"compressed"
"4950","10","Onset","B",19,"s",0.185915,"stretched"
"4951","10","Onset","B",20,"u",0.075596,"compressed"
"4952","10","Onset","B",20,"s",0.180881,"stretched"
"4953","10","Onset","B",21,"u",0.0809819999999999,"compressed"
"4954","10","Onset","B",21,"s",0.191665,"stretched"
"4955","10","Onset","B",22,"u",0.058818,"compressed"
"4956","10","Onset","B",22,"s",0.216168,"stretched"
"4957","10","Onset","B",23,"u",0.0588709999999999,"compressed"
"4958","10","Onset","B",23,"s",0.200388,"stretched"
"4959","10","Onset","B",24,"u",0.0766200000000001,"compressed"
"4960","10","Onset","B",24,"s",0.185979,"stretched"
"4961","10","Onset","B",25,"u",0.0744480000000001,"compressed"
"4962","10","Onset","B",25,"s",0.191787,"stretched"
"4963","10","Onset","R",26,"u",0.06182,"compressed"
"4964","10","Onset","R",26,"s",0.193736,"stretched"
"4965","10","Onset","R",27,"u",0.0646460000000002,"compressed"
"4966","10","Onset","R",27,"s",0.188015,"stretched"
"4967","10","Onset","R",28,"u",0.0761019999999999,"compressed"
"4968","10","Onset","R",28,"s",0.222617,"stretched"
"4969","10","Onset","R",29,"u",0.0633869999999999,"compressed"
"4970","10","Onset","R",29,"s",0.182979,"stretched"
"4971","10","Onset","R",30,"u",0.0715350000000001,"compressed"
"4972","10","Onset","R",30,"s",0.175649,"stretched"
"4973","10","Onset","R",31,"u",0.0747629999999999,"compressed"
"4974","10","Onset","R",31,"s",0.18617,"stretched"
"4975","10","Onset","R",32,"u",0.0739430000000001,"compressed"
"4976","10","Onset","R",32,"s",0.19394,"stretched"
"4977","10","Onset","R",33,"u",0.0743990000000001,"compressed"
"4978","10","Onset","R",33,"s",0.196107,"stretched"
"4979","10","Onset","R",34,"u",0.075828,"compressed"
"4980","10","Onset","R",34,"s",0.198167,"stretched"
"4981","10","Onset","R",35,"u",0.0546110000000002,"compressed"
"4982","10","Onset","R",35,"s",0.20368,"stretched"
"4983","10","Onset","R",36,"u",0.0690540000000002,"compressed"
"4984","10","Onset","R",36,"s",0.203236,"stretched"
"4985","10","Onset","R",37,"u",0.057439,"compressed"
"4986","10","Onset","R",37,"s",0.19954,"stretched"
"4987","10","Onset","R",38,"u",0.068163,"compressed"
"4988","10","Onset","R",38,"s",0.199021,"stretched"
"4989","10","Onset","R",39,"u",0.0678349999999999,"compressed"
"4990","10","Onset","R",39,"s",0.2078,"stretched"
"4991","10","Onset","R",40,"u",0.0843860000000001,"compressed"
"4992","10","Onset","R",40,"s",0.20535,"stretched"
"4993","10","Onset","R",41,"u",0.0808360000000001,"compressed"
"4994","10","Onset","R",41,"s",0.187467,"stretched"
"4995","10","Onset","R",42,"u",0.080738,"compressed"
"4996","10","Onset","R",42,"s",0.197852,"stretched"
"4997","10","Onset","R",43,"u",0.065234,"compressed"
"4998","10","Onset","R",43,"s",0.225075,"stretched"
"4999","10","Onset","R",44,"u",0.0706339999999999,"compressed"
"5000","10","Onset","R",44,"s",0.194839,"stretched"
"5001","10","Onset","R",45,"u",0.0773820000000001,"compressed"
"5002","10","Onset","R",45,"s",0.207927,"stretched"
"5003","10","Onset","H",46,"u",0.0746990000000001,"compressed"
"5004","10","Onset","H",46,"s",0.190292,"stretched"
"5005","10","Onset","H",47,"u",0.0791029999999999,"compressed"
"5006","10","Onset","H",47,"s",0.207201,"stretched"
"5007","10","Onset","H",48,"u",0.0788949999999999,"compressed"
"5008","10","Onset","H",48,"s",0.193094,"stretched"
"5009","10","Onset","H",49,"u",0.0765210000000001,"compressed"
"5010","10","Onset","H",49,"s",0.200585,"stretched"
"5011","10","Onset","H",50,"u",0.070827,"compressed"
"5012","10","Onset","H",50,"s",0.197966,"stretched"
"5013","10","Onset","H",51,"u",0.0862810000000001,"compressed"
"5014","10","Onset","H",51,"s",0.200364,"stretched"
"5015","10","Onset","H",52,"u",0.081078,"compressed"
"5016","10","Onset","H",52,"s",0.200749,"stretched"
"5017","10","Onset","H",53,"u",0.0767139999999999,"compressed"
"5018","10","Onset","H",53,"s",0.208957,"stretched"
"5019","10","Onset","H",54,"u",0.0771809999999999,"compressed"
"5020","10","Onset","H",54,"s",0.223235,"stretched"
"5021","10","Onset","H",55,"u",0.086077,"compressed"
"5022","10","Onset","H",55,"s",0.198502,"stretched"
"5023","10","Onset","H",56,"u",0.082859,"compressed"
"5024","10","Onset","H",56,"s",0.210249,"stretched"
"5025","10","Onset","H",57,"u",0.0706279999999999,"compressed"
"5026","10","Onset","H",57,"s",0.207799,"stretched"
"5027","10","Onset","H",58,"u",0.0740609999999999,"compressed"
"5028","10","Onset","H",58,"s",0.222589,"stretched"
"5029","10","Onset","H",59,"u",0.072946,"compressed"
"5030","10","Onset","H",59,"s",0.223499,"stretched"
"5031","10","Onset","H",61,"u",0.0770820000000001,"compressed"
"5032","10","Onset","H",61,"s",0.198616,"stretched"
"5033","10","Onset","H",62,"u",0.0652060000000001,"compressed"
"5034","10","Onset","H",62,"s",0.207268,"stretched"
"5035","10","Onset","H",63,"u",0.0837600000000001,"compressed"
"5036","10","Onset","H",63,"s",0.193812,"stretched"
"5037","10","Onset","H",64,"u",0.0757939999999999,"compressed"
"5038","10","Onset","H",64,"s",0.203658,"stretched"
"5039","10","Onset","H",65,"u",0.0823969999999998,"compressed"
"5040","10","Onset","H",65,"s",0.227115,"stretched"
"5041","10","Onset","H",66,"u",0.0958829999999999,"compressed"
"5042","10","Onset","H",66,"s",0.218665,"stretched"
"5043","10","Onset","H",67,"u",0.0687629999999999,"compressed"
"5044","10","Onset","H",67,"s",0.230793,"stretched"
"5045","10","Onset","H",69,"u",0.0709249999999999,"compressed"
"5046","10","Onset","H",69,"s",0.193144,"stretched"
"5047","10","Onset","H",70,"u",0.076511,"compressed"
"5048","10","Onset","H",70,"s",0.204079,"stretched"
"5049","10","Onset","H",71,"u",0.078136,"compressed"
"5050","10","Onset","H",71,"s",0.201103,"stretched"
"5051","10","Onset","H",72,"u",0.072937,"compressed"
"5052","10","Onset","H",72,"s",0.229125,"stretched"
"5053","10","Onset","H",73,"u",0.084962,"compressed"
"5054","10","Onset","H",73,"s",0.209628,"stretched"
"5055","10","Onset","H",74,"u",0.0918400000000001,"compressed"
"5056","10","Onset","H",74,"s",0.200032,"stretched"
"5057","10","Onset","H",75,"u",0.0857480000000002,"compressed"
"5058","10","Onset","H",75,"s",0.208237,"stretched"
"5059","10","Onset","A",76,"u",0.086301,"compressed"
"5060","10","Onset","A",76,"s",0.18765,"stretched"
"5061","10","Onset","A",77,"u",0.091197,"compressed"
"5062","10","Onset","A",77,"s",0.211349,"stretched"
"5063","10","Onset","A",78,"u",0.0707199999999999,"compressed"
"5064","10","Onset","A",78,"s",0.188873,"stretched"
"5065","10","Onset","A",79,"u",0.066257,"compressed"
"5066","10","Onset","A",79,"s",0.181268,"stretched"
"5067","10","Onset","A",80,"u",0.0768040000000001,"compressed"
"5068","10","Onset","A",80,"s",0.200138,"stretched"
"5069","10","Onset","A",81,"u",0.076146,"compressed"
"5070","10","Onset","A",81,"s",0.198473,"stretched"
"5071","10","Onset","A",82,"u",0.0783700000000001,"compressed"
"5072","10","Onset","A",82,"s",0.174446,"stretched"
"5073","10","Onset","A",83,"u",0.074179,"compressed"
"5074","10","Onset","A",83,"s",0.187097,"stretched"
"5075","10","Onset","A",84,"u",0.0861419999999999,"compressed"
"5076","10","Onset","A",84,"s",0.207091,"stretched"
"5077","10","Onset","A",85,"u",0.0767580000000001,"compressed"
"5078","10","Onset","A",85,"s",0.197093,"stretched"
"5079","10","Onset","A",86,"u",0.064827,"compressed"
"5080","10","Onset","A",86,"s",0.208397,"stretched"
"5081","10","Onset","A",87,"u",0.0753419999999998,"compressed"
"5082","10","Onset","A",87,"s",0.201466,"stretched"
"5083","10","Onset","A",88,"u",0.0651629999999999,"compressed"
"5084","10","Onset","A",88,"s",0.197601,"stretched"
"5085","10","Onset","A",89,"u",0.0609060000000001,"compressed"
"5086","10","Onset","A",89,"s",0.220975,"stretched"
"5087","10","Onset","A",90,"u",0.0771199999999999,"compressed"
"5088","10","Onset","A",90,"s",0.210085,"stretched"
"5089","10","Onset","A",91,"u",0.067631,"compressed"
"5090","10","Onset","A",91,"s",0.193806,"stretched"
"5091","10","Onset","A",92,"u",0.059463,"compressed"
"5092","10","Onset","A",92,"s",0.192376,"stretched"
"5093","10","Onset","A",93,"u",0.075175,"compressed"
"5094","10","Onset","A",93,"s",0.190911,"stretched"
"5095","10","Onset","A",94,"u",0.060945,"compressed"
"5096","10","Onset","A",94,"s",0.177291,"stretched"
"5097","10","Onset","A",95,"u",0.068157,"compressed"
"5098","10","Onset","A",95,"s",0.19451,"stretched"
"5099","11","Onset","B",6,"u",0.088179,"compressed"
"5100","11","Onset","B",6,"s",0.192299,"stretched"
"5101","11","Onset","B",7,"u",0.0852999999999999,"compressed"
"5102","11","Onset","B",7,"s",0.194704,"stretched"
"5103","11","Onset","B",8,"u",0.104855,"compressed"
"5104","11","Onset","B",8,"s",0.203221,"stretched"
"5105","11","Onset","B",9,"u",0.086946,"compressed"
"5106","11","Onset","B",9,"s",0.185473,"stretched"
"5107","11","Onset","B",10,"u",0.088924,"compressed"
"5108","11","Onset","B",10,"s",0.166932,"stretched"
"5109","11","Onset","B",11,"u",0.094255,"compressed"
"5110","11","Onset","B",11,"s",0.201654,"stretched"
"5111","11","Onset","B",12,"u",0.097818,"compressed"
"5112","11","Onset","B",12,"s",0.219855,"stretched"
"5113","11","Onset","B",13,"u",0.102676,"compressed"
"5114","11","Onset","B",13,"s",0.194051,"stretched"
"5115","11","Onset","B",14,"u",0.092516,"compressed"
"5116","11","Onset","B",14,"s",0.188464,"stretched"
"5117","11","Onset","B",15,"u",0.071545,"compressed"
"5118","11","Onset","B",15,"s",0.212631,"stretched"
"5119","11","Onset","B",16,"u",0.108046,"compressed"
"5120","11","Onset","B",16,"s",0.195677,"stretched"
"5121","11","Onset","B",17,"u",0.106221,"compressed"
"5122","11","Onset","B",17,"s",0.199385,"stretched"
"5123","11","Onset","B",18,"u",0.098495,"compressed"
"5124","11","Onset","B",18,"s",0.191021,"stretched"
"5125","11","Onset","B",19,"u",0.090654,"compressed"
"5126","11","Onset","B",19,"s",0.186708,"stretched"
"5127","11","Onset","B",20,"u",0.0873660000000001,"compressed"
"5128","11","Onset","B",20,"s",0.212199,"stretched"
"5129","11","Onset","B",21,"u",0.100352,"compressed"
"5130","11","Onset","B",21,"s",0.211097,"stretched"
