"","subject_number","condition","phase","trialnumber","sound","dur_in_s","pert_direction"
"1","01","Coda","B",6,"u",0.122589,"stretched"
"2","01","Coda","B",6,"s",0.229335,"compressed"
"3","01","Coda","B",7,"u",0.111896,"stretched"
"4","01","Coda","B",7,"s",0.170233,"compressed"
"5","01","Coda","B",8,"u",0.142131,"stretched"
"6","01","Coda","B",8,"s",0.195871,"compressed"
"7","01","Coda","B",9,"u",0.123783,"stretched"
"8","01","Coda","B",9,"s",0.176815,"compressed"
"9","01","Coda","B",10,"u",0.099658,"stretched"
"10","01","Coda","B",10,"s",0.1852,"compressed"
"11","01","Coda","B",11,"u",0.113142,"stretched"
"12","01","Coda","B",11,"s",0.174158,"compressed"
"13","01","Coda","B",12,"u",0.097477,"stretched"
"14","01","Coda","B",12,"s",0.219894,"compressed"
"15","01","Coda","B",13,"u",0.109668,"stretched"
"16","01","Coda","B",13,"s",0.185632,"compressed"
"17","01","Coda","B",14,"u",0.109182,"stretched"
"18","01","Coda","B",14,"s",0.229007,"compressed"
"19","01","Coda","B",15,"u",0.10422,"stretched"
"20","01","Coda","B",15,"s",0.1771,"compressed"
"21","01","Coda","B",16,"u",0.0858190000000001,"stretched"
"22","01","Coda","B",16,"s",0.206906,"compressed"
"23","01","Coda","B",17,"u",0.0998239999999999,"stretched"
"24","01","Coda","B",17,"s",0.2322,"compressed"
"25","01","Coda","B",18,"u",0.0808,"stretched"
"26","01","Coda","B",18,"s",0.2144,"compressed"
"27","01","Coda","B",19,"u",0.105169,"stretched"
"28","01","Coda","B",19,"s",0.189397,"compressed"
"29","01","Coda","B",20,"u",0.11123,"stretched"
"30","01","Coda","B",20,"s",0.198337,"compressed"
"31","01","Coda","B",21,"u",0.122069,"stretched"
"32","01","Coda","B",21,"s",0.205231,"compressed"
"33","01","Coda","B",22,"u",0.0929550000000001,"stretched"
"34","01","Coda","B",22,"s",0.186716,"compressed"
"35","01","Coda","B",23,"u",0.102611,"stretched"
"36","01","Coda","B",23,"s",0.185825,"compressed"
"37","01","Coda","B",24,"u",0.095205,"stretched"
"38","01","Coda","B",24,"s",0.1971,"compressed"
"39","01","Coda","B",25,"u",0.086641,"stretched"
"40","01","Coda","B",25,"s",0.1851,"compressed"
"41","01","Coda","R",27,"u",0.117008,"stretched"
"42","01","Coda","R",27,"s",0.193593,"compressed"
"43","01","Coda","R",28,"u",0.113744,"stretched"
"44","01","Coda","R",28,"s",0.213456,"compressed"
"45","01","Coda","R",29,"u",0.127674,"stretched"
"46","01","Coda","R",29,"s",0.228142,"compressed"
"47","01","Coda","R",30,"u",0.105338,"stretched"
"48","01","Coda","R",30,"s",0.2171,"compressed"
"49","01","Coda","R",31,"u",0.118265,"stretched"
"50","01","Coda","R",31,"s",0.19402,"compressed"
"51","01","Coda","R",32,"u",0.115463,"stretched"
"52","01","Coda","R",32,"s",0.205612,"compressed"
"53","01","Coda","R",33,"u",0.124574,"stretched"
"54","01","Coda","R",33,"s",0.186726,"compressed"
"55","01","Coda","R",34,"u",0.109143,"stretched"
"56","01","Coda","R",34,"s",0.218157,"compressed"
"57","01","Coda","R",35,"u",0.11398,"stretched"
"58","01","Coda","R",35,"s",0.201279,"compressed"
"59","01","Coda","R",36,"u",0.123976,"stretched"
"60","01","Coda","R",36,"s",0.197105,"compressed"
"61","01","Coda","R",37,"u",0.113778,"stretched"
"62","01","Coda","R",37,"s",0.2091,"compressed"
"63","01","Coda","R",38,"u",0.114183,"stretched"
"64","01","Coda","R",38,"s",0.216322,"compressed"
"65","01","Coda","R",39,"u",0.112981,"stretched"
"66","01","Coda","R",39,"s",0.230319,"compressed"
"67","01","Coda","R",40,"u",0.107434,"stretched"
"68","01","Coda","R",40,"s",0.223485,"compressed"
"69","01","Coda","R",41,"u",0.129574,"stretched"
"70","01","Coda","R",41,"s",0.211336,"compressed"
"71","01","Coda","R",42,"u",0.081156,"stretched"
"72","01","Coda","R",42,"s",0.23361,"compressed"
"73","01","Coda","R",43,"u",0.107535,"stretched"
"74","01","Coda","R",43,"s",0.192332,"compressed"
"75","01","Coda","R",44,"u",0.131825,"stretched"
"76","01","Coda","R",44,"s",0.244232,"compressed"
"77","01","Coda","R",45,"u",0.116242,"stretched"
"78","01","Coda","R",45,"s",0.211058,"compressed"
"79","01","Coda","H",46,"u",0.0984360000000002,"stretched"
"80","01","Coda","H",46,"s",0.226426,"compressed"
"81","01","Coda","H",47,"u",0.10872,"stretched"
"82","01","Coda","H",47,"s",0.212495,"compressed"
"83","01","Coda","H",48,"u",0.111797,"stretched"
"84","01","Coda","H",48,"s",0.215503,"compressed"
"85","01","Coda","H",49,"u",0.112935,"stretched"
"86","01","Coda","H",49,"s",0.227765,"compressed"
"87","01","Coda","H",50,"u",0.100073,"stretched"
"88","01","Coda","H",50,"s",0.234999,"compressed"
"89","01","Coda","H",51,"u",0.114437,"stretched"
"90","01","Coda","H",51,"s",0.245943,"compressed"
"91","01","Coda","H",52,"u",0.124708,"stretched"
"92","01","Coda","H",52,"s",0.258557,"compressed"
"93","01","Coda","H",53,"u",0.125498,"stretched"
"94","01","Coda","H",53,"s",0.249802,"compressed"
"95","01","Coda","H",55,"u",0.1269,"stretched"
"96","01","Coda","H",55,"s",0.255471,"compressed"
"97","01","Coda","H",56,"u",0.1382,"stretched"
"98","01","Coda","H",56,"s",0.261984,"compressed"
"99","01","Coda","H",57,"u",0.150604,"stretched"
"100","01","Coda","H",57,"s",0.243631,"compressed"
"101","01","Coda","H",58,"u",0.128066,"stretched"
"102","01","Coda","H",58,"s",0.275436,"compressed"
"103","01","Coda","H",59,"u",0.141731,"stretched"
"104","01","Coda","H",59,"s",0.271769,"compressed"
"105","01","Coda","H",60,"u",0.135433,"stretched"
"106","01","Coda","H",60,"s",0.251869,"compressed"
"107","01","Coda","H",61,"u",0.116798,"stretched"
"108","01","Coda","H",61,"s",0.273885,"compressed"
"109","01","Coda","H",62,"u",0.130572,"stretched"
"110","01","Coda","H",62,"s",0.298077,"compressed"
"111","01","Coda","H",63,"u",0.110337,"stretched"
"112","01","Coda","H",63,"s",0.260956,"compressed"
"113","01","Coda","H",64,"u",0.149022,"stretched"
"114","01","Coda","H",64,"s",0.298045,"compressed"
"115","01","Coda","H",65,"u",0.157284,"stretched"
"116","01","Coda","H",65,"s",0.243216,"compressed"
"117","01","Coda","H",66,"u",0.108436,"stretched"
"118","01","Coda","H",66,"s",0.265614,"compressed"
"119","01","Coda","H",67,"u",0.137257,"stretched"
"120","01","Coda","H",67,"s",0.29595,"compressed"
"121","01","Coda","H",68,"u",0.157515,"stretched"
"122","01","Coda","H",68,"s",0.315277,"compressed"
"123","01","Coda","H",69,"u",0.118252,"stretched"
"124","01","Coda","H",69,"s",0.25155,"compressed"
"125","01","Coda","H",70,"u",0.122115,"stretched"
"126","01","Coda","H",70,"s",0.256,"compressed"
"127","01","Coda","H",71,"u",0.138568,"stretched"
"128","01","Coda","H",71,"s",0.274567,"compressed"
"129","01","Coda","H",72,"u",0.160895,"stretched"
"130","01","Coda","H",72,"s",0.263604,"compressed"
"131","01","Coda","H",73,"u",0.147166,"stretched"
"132","01","Coda","H",73,"s",0.253762,"compressed"
"133","01","Coda","H",74,"u",0.152078,"stretched"
"134","01","Coda","H",74,"s",0.2887,"compressed"
"135","01","Coda","A",76,"u",0.113085,"stretched"
"136","01","Coda","A",76,"s",0.23605,"compressed"
"137","01","Coda","A",77,"u",0.125655,"stretched"
"138","01","Coda","A",77,"s",0.241589,"compressed"
"139","01","Coda","A",78,"u",0.125992,"stretched"
"140","01","Coda","A",78,"s",0.235614,"compressed"
"141","01","Coda","A",79,"u",0.125487,"stretched"
"142","01","Coda","A",79,"s",0.277631,"compressed"
"143","01","Coda","A",80,"u",0.154765,"stretched"
"144","01","Coda","A",80,"s",0.226822,"compressed"
"145","01","Coda","A",81,"u",0.125742,"stretched"
"146","01","Coda","A",81,"s",0.216292,"compressed"
"147","01","Coda","A",82,"u",0.134559,"stretched"
"148","01","Coda","A",82,"s",0.204842,"compressed"
"149","01","Coda","A",83,"u",0.15413,"stretched"
"150","01","Coda","A",83,"s",0.237597,"compressed"
"151","01","Coda","A",84,"u",0.143833,"stretched"
"152","01","Coda","A",84,"s",0.221534,"compressed"
"153","01","Coda","A",85,"u",0.147169,"stretched"
"154","01","Coda","A",85,"s",0.234131,"compressed"
"155","01","Coda","A",86,"u",0.139939,"stretched"
"156","01","Coda","A",86,"s",0.209757,"compressed"
"157","01","Coda","A",87,"u",0.110301,"stretched"
"158","01","Coda","A",87,"s",0.241719,"compressed"
"159","01","Coda","A",88,"u",0.132039,"stretched"
"160","01","Coda","A",88,"s",0.237332,"compressed"
"161","01","Coda","A",89,"u",0.135576,"stretched"
"162","01","Coda","A",89,"s",0.240424,"compressed"
"163","01","Coda","A",90,"u",0.119641,"stretched"
"164","01","Coda","A",90,"s",0.220428,"compressed"
"165","01","Coda","A",91,"u",0.112066,"stretched"
"166","01","Coda","A",91,"s",0.246982,"compressed"
"167","01","Coda","A",92,"u",0.13222,"stretched"
"168","01","Coda","A",92,"s",0.243337,"compressed"
"169","01","Coda","A",93,"u",0.131258,"stretched"
"170","01","Coda","A",93,"s",0.261965,"compressed"
"171","01","Coda","A",94,"u",0.116834,"stretched"
"172","01","Coda","A",94,"s",0.272872,"compressed"
"173","05","Coda","B",6,"u",0.097753,"stretched"
"174","05","Coda","B",6,"s",0.148161,"compressed"
"175","05","Coda","B",7,"u",0.0952500000000001,"stretched"
"176","05","Coda","B",7,"s",0.149668,"compressed"
"177","05","Coda","B",8,"u",0.0991629999999999,"stretched"
"178","05","Coda","B",8,"s",0.143203,"compressed"
"179","05","Coda","B",9,"u",0.089514,"stretched"
"180","05","Coda","B",9,"s",0.149217,"compressed"
"181","05","Coda","B",10,"u",0.091545,"stretched"
"182","05","Coda","B",10,"s",0.144237,"compressed"
"183","05","Coda","B",11,"u",0.100523,"stretched"
"184","05","Coda","B",11,"s",0.147559,"compressed"
"185","05","Coda","B",12,"u",0.0964670000000001,"stretched"
"186","05","Coda","B",12,"s",0.138035,"compressed"
"187","05","Coda","B",13,"u",0.0931170000000001,"stretched"
"188","05","Coda","B",13,"s",0.131014,"compressed"
"189","05","Coda","B",14,"u",0.097313,"stretched"
"190","05","Coda","B",14,"s",0.13688,"compressed"
"191","05","Coda","B",15,"u",0.0992,"stretched"
"192","05","Coda","B",15,"s",0.134619,"compressed"
"193","05","Coda","B",16,"u",0.0899429999999999,"stretched"
"194","05","Coda","B",16,"s",0.144407,"compressed"
"195","05","Coda","B",17,"u",0.095378,"stretched"
"196","05","Coda","B",17,"s",0.122718,"compressed"
"197","05","Coda","B",18,"u",0.10473,"stretched"
"198","05","Coda","B",18,"s",0.138587,"compressed"
"199","05","Coda","B",19,"u",0.0968370000000001,"stretched"
"200","05","Coda","B",19,"s",0.153212,"compressed"
"201","05","Coda","B",20,"u",0.10375,"stretched"
"202","05","Coda","B",20,"s",0.151384,"compressed"
"203","05","Coda","B",21,"u",0.103103,"stretched"
"204","05","Coda","B",21,"s",0.136218,"compressed"
"205","05","Coda","B",22,"u",0.0834000000000001,"stretched"
"206","05","Coda","B",22,"s",0.145899,"compressed"
"207","05","Coda","B",23,"u",0.0880179999999999,"stretched"
"208","05","Coda","B",23,"s",0.129453,"compressed"
"209","05","Coda","B",24,"u",0.107269,"stretched"
"210","05","Coda","B",24,"s",0.14021,"compressed"
"211","05","Coda","B",25,"u",0.105987,"stretched"
"212","05","Coda","B",25,"s",0.152335,"compressed"
"213","05","Coda","R",26,"u",0.099159,"stretched"
"214","05","Coda","R",26,"s",0.164946,"compressed"
"215","05","Coda","R",27,"u",0.10289,"stretched"
"216","05","Coda","R",27,"s",0.156375,"compressed"
"217","05","Coda","R",28,"u",0.0982149999999999,"stretched"
"218","05","Coda","R",28,"s",0.150558,"compressed"
"219","05","Coda","R",29,"u",0.0910819999999999,"stretched"
"220","05","Coda","R",29,"s",0.139834,"compressed"
"221","05","Coda","R",30,"u",0.0885910000000001,"stretched"
"222","05","Coda","R",30,"s",0.141475,"compressed"
"223","05","Coda","R",31,"u",0.0925210000000001,"stretched"
"224","05","Coda","R",31,"s",0.146552,"compressed"
"225","05","Coda","R",32,"u",0.098411,"stretched"
"226","05","Coda","R",32,"s",0.148055,"compressed"
"227","05","Coda","R",34,"u",0.078732,"stretched"
"228","05","Coda","R",34,"s",0.164872,"compressed"
"229","05","Coda","R",35,"u",0.0806629999999999,"stretched"
"230","05","Coda","R",35,"s",0.173998,"compressed"
"231","05","Coda","R",36,"u",0.0808790000000001,"stretched"
"232","05","Coda","R",36,"s",0.160899,"compressed"
"233","05","Coda","R",37,"u",0.0949740000000001,"stretched"
"234","05","Coda","R",37,"s",0.18747,"compressed"
"235","05","Coda","R",38,"u",0.0878230000000002,"stretched"
"236","05","Coda","R",38,"s",0.151514,"compressed"
"237","05","Coda","R",39,"u",0.087836,"stretched"
"238","05","Coda","R",39,"s",0.182923,"compressed"
"239","05","Coda","R",40,"u",0.0788169999999999,"stretched"
"240","05","Coda","R",40,"s",0.209822,"compressed"
"241","05","Coda","R",41,"u",0.0825180000000001,"stretched"
"242","05","Coda","R",41,"s",0.163602,"compressed"
"243","05","Coda","R",42,"u",0.084138,"stretched"
"244","05","Coda","R",42,"s",0.149839,"compressed"
"245","05","Coda","R",43,"u",0.0761810000000001,"stretched"
"246","05","Coda","R",43,"s",0.170653,"compressed"
"247","05","Coda","R",44,"u",0.0848010000000001,"stretched"
"248","05","Coda","R",44,"s",0.178985,"compressed"
"249","05","Coda","R",45,"u",0.0833029999999999,"stretched"
"250","05","Coda","R",45,"s",0.163376,"compressed"
"251","05","Coda","H",46,"u",0.090201,"stretched"
"252","05","Coda","H",46,"s",0.157829,"compressed"
"253","05","Coda","H",47,"u",0.0814159999999999,"stretched"
"254","05","Coda","H",47,"s",0.157312,"compressed"
"255","05","Coda","H",48,"u",0.0841499999999999,"stretched"
"256","05","Coda","H",48,"s",0.158678,"compressed"
"257","05","Coda","H",49,"u",0.0933169999999999,"stretched"
"258","05","Coda","H",49,"s",0.160255,"compressed"
"259","05","Coda","H",50,"u",0.0866019999999998,"stretched"
"260","05","Coda","H",50,"s",0.152844,"compressed"
"261","05","Coda","H",51,"u",0.0879869999999998,"stretched"
"262","05","Coda","H",51,"s",0.170937,"compressed"
"263","05","Coda","H",52,"u",0.096614,"stretched"
"264","05","Coda","H",52,"s",0.172628,"compressed"
"265","05","Coda","H",53,"u",0.084036,"stretched"
"266","05","Coda","H",53,"s",0.173514,"compressed"
"267","05","Coda","H",54,"u",0.0841660000000001,"stretched"
"268","05","Coda","H",54,"s",0.143685,"compressed"
"269","05","Coda","H",55,"u",0.0873369999999999,"stretched"
"270","05","Coda","H",55,"s",0.156397,"compressed"
"271","05","Coda","H",56,"u",0.0849179999999999,"stretched"
"272","05","Coda","H",56,"s",0.167666,"compressed"
"273","05","Coda","H",57,"u",0.104189,"stretched"
"274","05","Coda","H",57,"s",0.147758,"compressed"
"275","05","Coda","H",58,"u",0.08595,"stretched"
"276","05","Coda","H",58,"s",0.143605,"compressed"
"277","05","Coda","H",59,"u",0.0903799999999999,"stretched"
"278","05","Coda","H",59,"s",0.144955,"compressed"
"279","05","Coda","H",60,"u",0.072446,"stretched"
"280","05","Coda","H",60,"s",0.191719,"compressed"
"281","05","Coda","H",61,"u",0.0811919999999999,"stretched"
"282","05","Coda","H",61,"s",0.169094,"compressed"
"283","05","Coda","H",62,"u",0.0917160000000001,"stretched"
"284","05","Coda","H",62,"s",0.127574,"compressed"
"285","05","Coda","H",63,"u",0.0768330000000002,"stretched"
"286","05","Coda","H",63,"s",0.172312,"compressed"
"287","05","Coda","H",64,"u",0.0874949999999999,"stretched"
"288","05","Coda","H",64,"s",0.145675,"compressed"
"289","05","Coda","H",65,"u",0.0724769999999999,"stretched"
"290","05","Coda","H",65,"s",0.195581,"compressed"
"291","05","Coda","H",66,"u",0.072621,"stretched"
"292","05","Coda","H",66,"s",0.157219,"compressed"
"293","05","Coda","H",67,"u",0.0891350000000002,"stretched"
"294","05","Coda","H",67,"s",0.167779,"compressed"
"295","05","Coda","H",68,"u",0.098177,"stretched"
"296","05","Coda","H",68,"s",0.177053,"compressed"
"297","05","Coda","H",69,"u",0.0796480000000002,"stretched"
"298","05","Coda","H",69,"s",0.166869,"compressed"
"299","05","Coda","H",70,"u",0.0826100000000001,"stretched"
"300","05","Coda","H",70,"s",0.14912,"compressed"
"301","05","Coda","H",71,"u",0.0770519999999999,"stretched"
"302","05","Coda","H",71,"s",0.158448,"compressed"
"303","05","Coda","H",72,"u",0.0896780000000001,"stretched"
"304","05","Coda","H",72,"s",0.168085,"compressed"
"305","05","Coda","H",73,"u",0.0795619999999999,"stretched"
"306","05","Coda","H",73,"s",0.145781,"compressed"
"307","05","Coda","H",74,"u",0.078396,"stretched"
"308","05","Coda","H",74,"s",0.149608,"compressed"
"309","05","Coda","H",75,"u",0.0806330000000001,"stretched"
"310","05","Coda","H",75,"s",0.144611,"compressed"
"311","05","Coda","A",76,"u",0.0752400000000002,"stretched"
"312","05","Coda","A",76,"s",0.157923,"compressed"
"313","05","Coda","A",77,"u",0.088544,"stretched"
"314","05","Coda","A",77,"s",0.143244,"compressed"
"315","05","Coda","A",78,"u",0.082219,"stretched"
"316","05","Coda","A",78,"s",0.157105,"compressed"
"317","05","Coda","A",79,"u",0.0934059999999999,"stretched"
"318","05","Coda","A",79,"s",0.141009,"compressed"
"319","05","Coda","A",80,"u",0.0779299999999999,"stretched"
"320","05","Coda","A",80,"s",0.145366,"compressed"
"321","05","Coda","A",81,"u",0.084315,"stretched"
"322","05","Coda","A",81,"s",0.144412,"compressed"
"323","05","Coda","A",82,"u",0.075624,"stretched"
"324","05","Coda","A",82,"s",0.132673,"compressed"
"325","05","Coda","A",83,"u",0.0950920000000001,"stretched"
"326","05","Coda","A",83,"s",0.13624,"compressed"
"327","05","Coda","A",84,"u",0.0909970000000001,"stretched"
"328","05","Coda","A",84,"s",0.146372,"compressed"
"329","05","Coda","A",85,"u",0.088554,"stretched"
"330","05","Coda","A",85,"s",0.131316,"compressed"
"331","05","Coda","A",86,"u",0.0945210000000001,"stretched"
"332","05","Coda","A",86,"s",0.145972,"compressed"
"333","05","Coda","A",87,"u",0.099669,"stretched"
"334","05","Coda","A",87,"s",0.153542,"compressed"
"335","05","Coda","A",88,"u",0.088551,"stretched"
"336","05","Coda","A",88,"s",0.149591,"compressed"
"337","05","Coda","A",89,"u",0.0771809999999999,"stretched"
"338","05","Coda","A",89,"s",0.143815,"compressed"
"339","05","Coda","A",90,"u",0.0824149999999999,"stretched"
"340","05","Coda","A",90,"s",0.156926,"compressed"
"341","05","Coda","A",91,"u",0.08388,"stretched"
"342","05","Coda","A",91,"s",0.171598,"compressed"
"343","05","Coda","A",92,"u",0.0775580000000001,"stretched"
"344","05","Coda","A",92,"s",0.139728,"compressed"
"345","05","Coda","A",93,"u",0.0824530000000001,"stretched"
"346","05","Coda","A",93,"s",0.125035,"compressed"
"347","05","Coda","A",94,"u",0.0790459999999999,"stretched"
"348","05","Coda","A",94,"s",0.134151,"compressed"
"349","05","Coda","A",95,"u",0.097931,"stretched"
"350","05","Coda","A",95,"s",0.126878,"compressed"
"351","06","Coda","B",6,"u",0.10004,"stretched"
"352","06","Coda","B",6,"s",0.1591,"compressed"
"353","06","Coda","B",7,"u",0.125133,"stretched"
"354","06","Coda","B",7,"s",0.192421,"compressed"
"355","06","Coda","B",8,"u",0.129044,"stretched"
"356","06","Coda","B",8,"s",0.188122,"compressed"
"357","06","Coda","B",9,"u",0.12462,"stretched"
"358","06","Coda","B",9,"s",0.171288,"compressed"
"359","06","Coda","B",10,"u",0.107802,"stretched"
"360","06","Coda","B",10,"s",0.174306,"compressed"
"361","06","Coda","B",11,"u",0.113948,"stretched"
"362","06","Coda","B",11,"s",0.154186,"compressed"
"363","06","Coda","B",12,"u",0.11836,"stretched"
"364","06","Coda","B",12,"s",0.171824,"compressed"
"365","06","Coda","B",13,"u",0.122239,"stretched"
"366","06","Coda","B",13,"s",0.176452,"compressed"
"367","06","Coda","B",14,"u",0.124837,"stretched"
"368","06","Coda","B",14,"s",0.190016,"compressed"
"369","06","Coda","B",15,"u",0.11559,"stretched"
"370","06","Coda","B",15,"s",0.17561,"compressed"
"371","06","Coda","B",16,"u",0.101676,"stretched"
"372","06","Coda","B",16,"s",0.175664,"compressed"
"373","06","Coda","B",17,"u",0.106545,"stretched"
"374","06","Coda","B",17,"s",0.201275,"compressed"
"375","06","Coda","B",18,"u",0.133258,"stretched"
"376","06","Coda","B",18,"s",0.171846,"compressed"
"377","06","Coda","B",19,"u",0.129673,"stretched"
"378","06","Coda","B",19,"s",0.171054,"compressed"
"379","06","Coda","B",20,"u",0.13199,"stretched"
"380","06","Coda","B",20,"s",0.1592,"compressed"
"381","06","Coda","B",21,"u",0.103614,"stretched"
"382","06","Coda","B",21,"s",0.173158,"compressed"
"383","06","Coda","B",22,"u",0.141365,"stretched"
"384","06","Coda","B",22,"s",0.187803,"compressed"
"385","06","Coda","B",23,"u",0.106728,"stretched"
"386","06","Coda","B",23,"s",0.172585,"compressed"
"387","06","Coda","B",24,"u",0.110938,"stretched"
"388","06","Coda","B",24,"s",0.16205,"compressed"
"389","06","Coda","B",25,"u",0.10518,"stretched"
"390","06","Coda","B",25,"s",0.160745,"compressed"
"391","06","Coda","R",27,"u",0.124428,"stretched"
"392","06","Coda","R",27,"s",0.224903,"compressed"
"393","06","Coda","R",28,"u",0.131785,"stretched"
"394","06","Coda","R",28,"s",0.246626,"compressed"
"395","06","Coda","R",29,"u",0.130824,"stretched"
"396","06","Coda","R",29,"s",0.248032,"compressed"
"397","06","Coda","R",30,"u",0.132429,"stretched"
"398","06","Coda","R",30,"s",0.190942,"compressed"
"399","06","Coda","R",31,"u",0.14748,"stretched"
"400","06","Coda","R",31,"s",0.22785,"compressed"
"401","06","Coda","R",32,"u",0.128784,"stretched"
"402","06","Coda","R",32,"s",0.231959,"compressed"
"403","06","Coda","R",33,"u",0.129208,"stretched"
"404","06","Coda","R",33,"s",0.233907,"compressed"
"405","06","Coda","R",34,"u",0.123938,"stretched"
"406","06","Coda","R",34,"s",0.18521,"compressed"
"407","06","Coda","R",35,"u",0.134388,"stretched"
"408","06","Coda","R",35,"s",0.213786,"compressed"
"409","06","Coda","R",36,"u",0.137083,"stretched"
"410","06","Coda","R",36,"s",0.237348,"compressed"
"411","06","Coda","R",38,"u",0.114741,"stretched"
"412","06","Coda","R",38,"s",0.194177,"compressed"
"413","06","Coda","R",39,"u",0.12489,"stretched"
"414","06","Coda","R",39,"s",0.149806,"compressed"
"415","06","Coda","R",40,"u",0.124706,"stretched"
"416","06","Coda","R",40,"s",0.195487,"compressed"
"417","06","Coda","R",41,"u",0.109525,"stretched"
"418","06","Coda","R",41,"s",0.186435,"compressed"
"419","06","Coda","R",42,"u",0.120967,"stretched"
"420","06","Coda","R",42,"s",0.195545,"compressed"
"421","06","Coda","R",43,"u",0.113561,"stretched"
"422","06","Coda","R",43,"s",0.172537,"compressed"
"423","06","Coda","R",44,"u",0.101336,"stretched"
"424","06","Coda","R",44,"s",0.185256,"compressed"
"425","06","Coda","H",46,"u",0.121992,"stretched"
"426","06","Coda","H",46,"s",0.251797,"compressed"
"427","06","Coda","H",47,"u",0.110704,"stretched"
"428","06","Coda","H",47,"s",0.192987,"compressed"
"429","06","Coda","H",51,"u",0.117195,"stretched"
"430","06","Coda","H",51,"s",0.155706,"compressed"
"431","06","Coda","H",54,"u",0.12044,"stretched"
"432","06","Coda","H",54,"s",0.193445,"compressed"
"433","06","Coda","H",55,"u",0.115419,"stretched"
"434","06","Coda","H",55,"s",0.205388,"compressed"
"435","06","Coda","H",57,"u",0.0963859999999999,"stretched"
"436","06","Coda","H",57,"s",0.200853,"compressed"
"437","06","Coda","H",58,"u",0.118978,"stretched"
"438","06","Coda","H",58,"s",0.196414,"compressed"
"439","06","Coda","H",60,"u",0.121022,"stretched"
"440","06","Coda","H",60,"s",0.20513,"compressed"
"441","06","Coda","H",62,"u",0.123434,"stretched"
"442","06","Coda","H",62,"s",0.180955,"compressed"
"443","06","Coda","H",63,"u",0.104814,"stretched"
"444","06","Coda","H",63,"s",0.168362,"compressed"
"445","06","Coda","H",64,"u",0.104098,"stretched"
"446","06","Coda","H",64,"s",0.185462,"compressed"
"447","06","Coda","H",65,"u",0.114059,"stretched"
"448","06","Coda","H",65,"s",0.235455,"compressed"
"449","06","Coda","H",66,"u",0.10292,"stretched"
"450","06","Coda","H",66,"s",0.167455,"compressed"
"451","06","Coda","H",67,"u",0.11316,"stretched"
"452","06","Coda","H",67,"s",0.219583,"compressed"
"453","06","Coda","H",68,"u",0.0996509999999999,"stretched"
"454","06","Coda","H",68,"s",0.174185,"compressed"
"455","06","Coda","H",69,"u",0.115669,"stretched"
"456","06","Coda","H",69,"s",0.160131,"compressed"
"457","06","Coda","H",70,"u",0.113561,"stretched"
"458","06","Coda","H",70,"s",0.161993,"compressed"
"459","06","Coda","H",71,"u",0.118949,"stretched"
"460","06","Coda","H",71,"s",0.201658,"compressed"
"461","06","Coda","H",72,"u",0.118835,"stretched"
"462","06","Coda","H",72,"s",0.184148,"compressed"
"463","06","Coda","H",73,"u",0.112218,"stretched"
"464","06","Coda","H",73,"s",0.199075,"compressed"
"465","06","Coda","H",74,"u",0.110328,"stretched"
"466","06","Coda","H",74,"s",0.201717,"compressed"
"467","06","Coda","H",75,"u",0.165569,"stretched"
"468","06","Coda","H",75,"s",0.189833,"compressed"
"469","06","Coda","A",76,"u",0.118766,"stretched"
"470","06","Coda","A",76,"s",0.198768,"compressed"
"471","06","Coda","A",77,"u",0.120807,"stretched"
"472","06","Coda","A",77,"s",0.212062,"compressed"
"473","06","Coda","A",78,"u",0.109861,"stretched"
"474","06","Coda","A",78,"s",0.20966,"compressed"
"475","06","Coda","A",79,"u",0.101946,"stretched"
"476","06","Coda","A",79,"s",0.217655,"compressed"
"477","06","Coda","A",80,"u",0.124621,"stretched"
"478","06","Coda","A",80,"s",0.198919,"compressed"
"479","06","Coda","A",81,"u",0.114421,"stretched"
"480","06","Coda","A",81,"s",0.162975,"compressed"
"481","06","Coda","A",82,"u",0.11144,"stretched"
"482","06","Coda","A",82,"s",0.204753,"compressed"
"483","06","Coda","A",83,"u",0.128511,"stretched"
"484","06","Coda","A",83,"s",0.215485,"compressed"
"485","06","Coda","A",84,"u",0.124032,"stretched"
"486","06","Coda","A",84,"s",0.206855,"compressed"
"487","06","Coda","A",85,"u",0.132286,"stretched"
"488","06","Coda","A",85,"s",0.161304,"compressed"
"489","06","Coda","A",86,"u",0.118109,"stretched"
"490","06","Coda","A",86,"s",0.185967,"compressed"
"491","06","Coda","A",87,"u",0.125445,"stretched"
"492","06","Coda","A",87,"s",0.192112,"compressed"
"493","06","Coda","A",88,"u",0.122544,"stretched"
"494","06","Coda","A",88,"s",0.191546,"compressed"
"495","06","Coda","A",89,"u",0.132142,"stretched"
"496","06","Coda","A",89,"s",0.194091,"compressed"
"497","06","Coda","A",90,"u",0.13868,"stretched"
"498","06","Coda","A",90,"s",0.193518,"compressed"
"499","06","Coda","A",91,"u",0.128198,"stretched"
"500","06","Coda","A",91,"s",0.220649,"compressed"
"501","06","Coda","A",92,"u",0.140023,"stretched"
"502","06","Coda","A",92,"s",0.217736,"compressed"
"503","06","Coda","A",93,"u",0.107787,"stretched"
"504","06","Coda","A",93,"s",0.180757,"compressed"
"505","06","Coda","A",94,"u",0.119932,"stretched"
"506","06","Coda","A",94,"s",0.19156,"compressed"
"507","06","Coda","A",95,"u",0.115122,"stretched"
"508","06","Coda","A",95,"s",0.226986,"compressed"
