"subject","condition","item_n","language","value","EEG.Sabia","EEG.Jannis","OQPT_Score","ELT_Score","WM_Score","VF_Score","Year.of.Birth","Gender","Highest.Reached.Educational.Level","Student.Status..No..BA.MA.PhD.","proficiency_centered"
1,"grammatical",113,"EN",-8.26752147595355,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",114,"EN",17.1647910447761,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",115,"EN",8.18440174129353,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",116,"EN",-12.4369591210614,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",117,"EN",-30.2118935323383,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",118,"EN",14.0237330016584,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",123,"EN",26.1856538971807,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",127,"EN",-0.619680099502489,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",129,"EN",6.06195646766169,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",131,"EN",13.3478803482587,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",132,"EN",30.4326596185738,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",135,"EN",-17.277901907131,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",136,"EN",-22.8335416252073,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",139,"EN",24.9071487562189,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",140,"EN",-8.30358830845771,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",141,"EN",-23.0103467661691,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",142,"EN",22.2635626036484,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",144,"EN",-12.3245223880597,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",149,"EN",11.8833917910448,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",150,"EN",-12.8189744610282,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",152,"EN",-11.6887752072968,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",153,"EN",-2.90330140961857,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",157,"EN",-2.18955613598673,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",158,"EN",2.15672893864013,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",161,"EN",-1.39138540630183,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",163,"EN",25.3900006633499,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",164,"EN",25.7318307628524,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",168,"EN",30.572221973466,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"grammatical",170,"EN",13.4186072139304,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",1,"DE",1.44097893864013,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",2,"DE",20.2023893864013,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",7,"DE",21.9965770315091,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",8,"DE",-16.0679086235489,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",9,"DE",15.1778563018242,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",10,"DE",10.2432961028192,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",11,"DE",14.7397047263682,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",13,"DE",4.20805588723051,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",16,"DE",-0.951198839137644,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",18,"DE",-2.51654344941957,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",19,"DE",18.8927490049751,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",21,"DE",-3.71623880597015,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",22,"DE",-6.54683092868988,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",23,"DE",-2.63761741293532,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",25,"DE",6.30837412935323,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",30,"DE",10.2502352404643,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",33,"DE",1.04610306799337,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",34,"DE",-6.33003706467662,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",36,"DE",9.68330165837479,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",37,"DE",13.2690805140962,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",38,"DE",-8.22825066334991,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",41,"DE",1.38733026533997,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",43,"DE",27.5985050580431,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",45,"DE",17.5512089552239,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",51,"DE",14.2187491708126,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",52,"DE",-7.80615323383084,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",53,"DE",12.1221048092869,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",54,"DE",1.19309328358209,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",56,"DE",15.712257960199,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",59,"DE",-1.05696243781095,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",60,"DE",9.27888830845771,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",61,"DE",-3.55376807628524,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",69,"DE",-10.3739743781094,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",70,"DE",-0.693462603648422,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",71,"DE",19.8550091210614,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",72,"DE",-2.43225688225539,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",101,"EN",9.02565779436153,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",102,"EN",-14.9172245439469,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",103,"EN",24.1602128524046,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",104,"EN",16.5281797678275,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",105,"EN",0.700880099502489,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",106,"EN",30.5901441956882,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",107,"EN",22.9971251243781,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",109,"EN",2.28818142620232,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",112,"EN",22.6808688225539,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",119,"EN",-10.7059339966833,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",120,"EN",23.6751291873964,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",121,"EN",-4.08882462686567,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",122,"EN",10.7800771973466,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",125,"EN",10.7500260364843,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",126,"EN",-15.933023880597,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",128,"EN",29.6309236318408,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",130,"EN",-21.3125457711443,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",134,"EN",19.7879675787728,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",137,"EN",-17.598026119403,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",138,"EN",-17.2430305970149,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",143,"EN",22.5161759535655,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",145,"EN",-8.65205970149254,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",146,"EN",26.096132172471,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",147,"EN",-5.20687238805971,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",148,"EN",-0.175788557213932,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",151,"EN",13.4346132669983,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",154,"EN",9.13410862354892,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",155,"EN",2.52767064676617,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",156,"EN",-12.1267884742952,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",159,"EN",21.4515627694859,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
1,"ungrammatical",165,"EN",5.8762884742952,"y","y",53,59,-0.412450339941012,0.720109625404078,1999,"f","Abitur","BA",0.594104679813157
2,"grammatical",3,"DE",-3.9273815920398,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",4,"DE",-11.4653196517413,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",5,"DE",-11.6954286069652,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",6,"DE",3.97563781094527,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",12,"DE",-0.825617164179105,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",14,"DE",-7.86457752902156,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",15,"DE",2.131885986733,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",17,"DE",-16.9468497512438,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",20,"DE",2.63802827529021,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",24,"DE",-4.93780737976783,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",26,"DE",2.53380530679934,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",27,"DE",-10.958713681592,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",28,"DE",-4.43647006633499,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",29,"DE",-18.8233645107794,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",31,"DE",10.7684773631841,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",32,"DE",-6.03815655058043,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",35,"DE",9.91970414593698,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",39,"DE",1.63477039800995,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",40,"DE",-1.48481625207297,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",42,"DE",-1.13694900497512,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",44,"DE",-7.24009021558872,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",46,"DE",-0.300531509121061,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",47,"DE",-2.70285580431177,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",48,"DE",0.133199170812605,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",49,"DE",-0.80034096185738,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",50,"DE",8.52252529021558,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",55,"DE",3.07710049751244,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",57,"DE",5.54653540630183,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",58,"DE",3.42705298507463,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",62,"DE",-5.42832620232172,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",63,"DE",7.12053756218905,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",64,"DE",-13.9132188225539,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",65,"DE",10.831595854063,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",66,"DE",15.5512844112769,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",67,"DE",9.02598192371476,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",68,"DE",4.85957487562189,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",101,"EN",1.79114021558872,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",102,"EN",-3.15604568822554,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",103,"EN",20.4983883084577,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",104,"EN",9.73840091210613,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",105,"EN",-6.21478648424544,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",106,"EN",1.64334626865672,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",107,"EN",-6.81983018242122,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",109,"EN",3.13659303482588,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",112,"EN",0.100994029850746,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",119,"EN",-6.22627470978441,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",120,"EN",17.120510199005,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",121,"EN",5.58029187396351,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",122,"EN",-9.39774991708127,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",124,"EN",-2.61028938640133,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",125,"EN",-10.9423298507463,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",126,"EN",3.30647495854063,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",128,"EN",19.3996908789386,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",130,"EN",6.69972346600332,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
2,"grammatical",134,"EN",-15.5024528192372,"y","y",57,65,0.278562530813098,0.0810676136623743,1995,"f","BA/MA/Dr","MA",1.33318661457893
